order_id,customer_id,order_date,status,region_code
O468,C172,2024-05-21 00:00:00,PLACED,NORTH
O469,C425,2025-11-20 00:00:00,DELIVERED,EAST
O470,C308,2024-01-10 00:00:00,RETURNED,EAST
O471,C097,2024-05-16 00:00:00,DELIVERED,SOUTH
O472,C473,2024-04-01 00:00:00,RETURNED,WEST
O473,C290,11-10-2024,RETURNED,NORTH
O474,C470,2025-10-29 00:00:00,SHIPPED,SOUTH
O475,C257,2024-03-02 00:00:00,CANCELLED,WEST
O476,C443,2025-01-13 00:00:00,PLACED,WEST
O477,C121,2025-08-21 00:00:00,PLACED,EAST
O478,C105,2024-05-08 00:00:00,PLACED,EAST
O479,C380,2025-03-07 00:00:00,CANCELLED,WEST
O480,C072,2025-01-11 00:00:00,PLACED,SOUTH
O481,C082,2024-03-17 00:00:00,SHIPPED,NORTH
O482,C055,2025-10-21 00:00:00,CANCELLED,EAST
O483,C073,2025-06-15 00:00:00,DELIVERED,SOUTH
O484,,2025-05-20 00:00:00,SHIPPED,SOUTH
O485,C250,2024-08-28 00:00:00,DELIVERED,EAST
O486,C287,2025-02-23 00:00:00,CANCELLED,NORTH
O487,C361,2025-03-05 00:00:00,RETURNED,WEST
O488,C242,2024-06-17 00:00:00,DELIVERED,WEST
O489,,2025-02-24 00:00:00,CANCELLED,WEST
O490,C401,2024-03-20 00:00:00,PLACED,SOUTH
O491,C066,2024-04-22 00:00:00,RETURNED,EAST
O492,C357,2024-01-24 00:00:00,SHIPPED,NORTH
O493,C151,2025-10-17 00:00:00,PLACED,WEST
O494,C045,2025-01-26 00:00:00,DELIVERED,WEST
O495,C206,2025-01-29 00:00:00,CANCELLED,NORTH
O496,C139,2025-03-28 00:00:00,CANCELLED,NORTH
O497,C482,2025-11-02 00:00:00,PLACED,WEST
O498,C319,2024-05-13 00:00:00,RETURNED,SOUTH
O499,C451,2025-11-16 00:00:00,DELIVERED,WEST
O500,C170,2024-06-08 00:00:00,SHIPPED,EAST
