transaction_id,product_id,warehouse_id,supplier_id,transaction_type,quantity,unit_price,total_price,transaction_timestamp,channel,reference_id
T3066,P1304,W105,S217,INVALID,47,18312.19,860672.9299999999,2025-11-13 18:15:51.775093,online,REF8973
T3067,P1462,W103,S201,RETURN,49,10114.27,495599.23000000004,2025-10-06 10:07:42.993028,offline,REF8534
T3068,P1251,W103,S203,INVALID,63,11300.35,711922.05,2025-11-20 04:06:39.858469,online,REF5692
T3069,P1460,W109,S202,IN,83,13264.06,1100916.98,2025-05-17 12:04:09.033246,online,REF9086
T3070,P1023,W100,S203,INVALID,75,1276.68,95751.0,2026-03-14 19:04:06.217475,internal,REF2614
T3071,P1133,W102,S206,IN,26,49229.45,1279965.7,2026-02-06 14:18:17.093162,online,REF1173
T3072,P1055,W108,S209,INVALID,12,29503.84,354046.08,2025-06-21 23:45:38.944579,offline,REF3694
T3073,P1280,W102,S200,IN,42,30380.9,1275997.8,2026-02-02 19:34:46.757846,online,REF1262
T3074,P1085,W109,,RETURN,60,31628.93,1897735.8,2026-01-19 20:29:12.125588,internal,REF5138
T3075,P1053,W100,S213,IN,27,12918.36,348795.72000000003,2026-01-29 22:07:53.769925,offline,REF6752
T3076,P1334,W102,S200,TRANSFER,54,18889.6,1020038.3999999999,2025-08-21 18:22:02.174233,offline,REF1413
T3077,P1288,W109,S210,RETURN,32,3613.53,115632.96,2026-01-01 06:39:02.837804,internal,REF9479
T3078,P1342,W101,S208,RETURN,91,49367.99,4492487.09,2025-05-04 01:33:42.688789,offline,REF2398
T3079,P1006,W101,S219,INVALID,77,14816.64,1140881.28,2025-11-04 04:29:42.206118,online,REF7330
T3080,P1068,W102,S219,IN,45,33477.79,1506500.55,2026-02-13 20:55:09.911904,offline,REF4399
T3081,P1111,W100,S216,OUT,75,10802.97,810222.75,2026-04-04 22:14:27.133806,offline,REF5645
T3082,P1047,W105,,OUT,82,18783.35,1540234.7,2025-05-31 07:19:00.667111,online,REF9820
T3083,P1365,W104,S209,TRANSFER,63,25946.34,1634619.42,2026-04-10 03:27:35.825394,offline,REF9728
T3084,P1171,W108,S203,OUT,81,11858.09,960505.29,2025-05-15 06:47:08.100142,internal,REF5351
T3085,P1293,W103,,INVALID,42,11820.59,496464.78,2025-12-22 17:40:58.606060,internal,REF3143
T3086,P1119,W100,S219,OUT,97,38000.84,3686081.4799999995,2025-06-24 23:36:02.734655,online,REF8409
T3087,P1481,W107,S212,INVALID,69,16747.07,1155547.83,2025-06-17 01:01:46.953911,offline,REF2167
T3088,P1388,W108,,RETURN,8,20120.88,160967.04,2026-03-11 16:16:55.297858,internal,REF8584
T3089,P1016,W104,S212,TRANSFER,53,6313.41,334610.73,2026-01-03 20:47:48.575035,internal,REF4218
T3090,P1372,W104,S212,INVALID,95,8054.44,765171.7999999999,2026-02-16 02:02:32.311198,offline,REF6766
T3091,P1496,W108,S209,OUT,73,4504.57,328833.61,2025-05-29 13:13:54.515056,internal,REF7401
T3092,P1259,W104,,INVALID,15,21495.4,322431.0,2026-03-29 13:09:04.763044,internal,REF2973
T3093,P1222,W105,S200,OUT,58,2451.45,142184.09999999998,2025-04-24 04:41:29.557395,online,REF5564
T3094,P1062,W100,,TRANSFER,49,5170.1,253334.90000000002,2026-03-20 19:24:29.617195,internal,REF3006
T3095,P1069,W108,,IN,75,11309.92,848244.0,2026-04-07 07:17:14.371483,offline,REF8408
T3096,P1378,W108,S210,TRANSFER,45,45087.13,2028920.8499999999,2025-05-20 13:56:14.312608,online,REF5727
T3097,P1136,W109,S218,TRANSFER,44,4728.9,208071.59999999998,2025-05-24 21:09:09.391693,offline,REF3991
T3098,P1415,W108,,IN,70,9284.73,649931.1,2025-10-09 21:32:09.302765,internal,REF8582
T3099,P1439,W109,,TRANSFER,47,47012.78,2209600.66,2025-07-19 22:24:30.693673,online,REF7098
T3100,P1331,W108,,INVALID,90,48325.52,4349296.8,2025-08-13 12:47:06.298835,internal,REF5791
T3101,P1499,W105,S203,OUT,25,10797.13,269928.25,2025-09-20 12:04:47.016975,online,REF3824
T3102,P1067,W100,S206,IN,2,43977.93,87955.86,2025-10-25 10:32:58.277896,online,REF2777
T3103,P1284,W107,S206,TRANSFER,86,10995.02,945571.7200000001,2026-04-13 13:44:35.654424,internal,REF5773
T3104,P1408,W102,S208,TRANSFER,50,30112.1,1505605.0,2026-03-21 17:20:17.399922,online,REF8830
T3105,P1051,W103,S200,IN,92,5635.1,518429.2,2025-10-22 14:16:00.196709,online,REF8984
T3106,P1382,W108,S214,INVALID,98,10840.41,1062360.18,2025-06-08 23:52:54.780029,internal,REF2258
T3107,P1170,W107,S211,OUT,77,15004.43,1155341.11,2025-07-02 16:41:58.508756,offline,REF6927
T3108,P1462,W107,S203,INVALID,12,19496.86,233962.32,2025-12-21 11:54:33.876385,online,REF4395
T3109,P1433,W102,,OUT,90,25473.06,2292575.4,2025-09-01 18:27:53.890343,internal,REF5698
T3110,P1025,W109,,INVALID,7,7053.17,49372.19,2026-02-26 07:38:12.671409,internal,REF2087
T3111,P1488,W102,S203,IN,13,41352.75,537585.75,2025-09-27 06:28:08.010816,offline,REF7554
T3112,P1017,W106,S219,INVALID,85,37830.47,3215589.95,2025-05-27 12:24:39.274412,internal,REF7425
T3113,P1271,W109,S209,IN,55,23897.93,1314386.15,2025-09-20 23:43:48.640994,internal,REF5329
T3114,P1202,W102,S200,RETURN,67,15148.88,1014974.96,2025-11-25 13:15:55.753624,online,REF8815
T3115,P1283,W107,S213,INVALID,52,45400.29,2360815.08,2026-03-18 14:54:00.384219,online,REF6225
T3116,P1262,W100,,TRANSFER,20,12540.56,250811.19999999998,2025-12-23 21:20:24.141923,online,REF4400
T3117,P1269,W108,S211,TRANSFER,8,12954.09,103632.72,2025-12-14 00:36:32.147091,offline,REF1332
T3118,P1367,W107,S217,INVALID,60,41596.89,2495813.4,2025-10-22 17:34:00.283174,offline,REF2008
T3119,P1479,W109,,TRANSFER,43,8284.27,356223.61000000004,2026-04-08 13:52:37.161004,internal,REF2824
T3120,P1270,W103,,INVALID,93,109.67,10199.31,2025-08-17 14:23:59.323047,internal,REF2397
T3121,P1140,W106,S208,TRANSFER,17,14165.57,240814.69,2025-12-21 20:57:19.699547,online,REF1794
T3122,P1160,W106,S219,RETURN,11,40594.03,446534.32999999996,2025-05-14 06:39:03.750004,internal,REF8431
T3123,P1391,W106,S213,OUT,60,12667.95,760077.0,2025-08-07 02:44:36.999679,online,REF8090
T3124,P1281,W101,S219,INVALID,97,16895.1,1638824.7,2026-01-13 12:16:37.307960,offline,REF4285
T3125,P1314,W107,,IN,45,19779.5,890077.5,2025-06-26 02:20:48.524586,internal,REF1772
T3126,P1305,W108,,RETURN,58,43504.62,2523267.96,2026-03-02 05:04:07.905924,online,REF7144
T3127,P1074,W105,S218,RETURN,31,26317.55,815844.0499999999,2025-05-24 09:02:28.101089,offline,REF2234
T3128,P1157,W107,,INVALID,10,37932.56,379325.6,2025-06-02 00:28:11.733120,internal,REF9394
T3129,P1256,W101,S215,INVALID,58,47242.31,2740053.98,2025-06-18 14:26:42.437451,internal,REF6922
T3130,P1232,W105,S211,TRANSFER,25,40714.98,1017874.5000000001,2025-05-21 09:24:23.854135,internal,REF5484
T3131,P1472,W100,,INVALID,40,7966.45,318658.0,2025-12-25 04:29:13.918112,offline,REF8886
T3132,P1462,W103,S203,INVALID,12,47289.5,567474.0,2025-04-21 15:49:07.639613,online,REF8838
T3133,P1288,W101,S210,RETURN,9,33710.87,303397.83,2026-01-08 18:11:16.887309,offline,REF8173
T3134,P1240,W104,,INVALID,21,44589.38,936376.98,2025-05-11 08:33:26.478560,online,REF4782
T3135,P1365,W105,S215,RETURN,5,32333.23,161666.15,2026-01-25 09:54:18.717945,offline,REF4559
T3136,P1138,W106,S214,RETURN,85,43841.82,3726554.7,2025-11-26 04:14:58.435659,internal,REF7730
T3137,P1152,W106,S214,OUT,54,34526.25,1864417.5,2025-04-19 16:00:26.251002,internal,REF4957
T3138,P1349,W100,S216,TRANSFER,63,11484.68,723534.84,2026-01-20 05:57:46.641069,offline,REF3289
T3139,P1054,W103,S200,TRANSFER,91,28537.8,2596939.8,2026-04-13 12:01:16.097897,internal,REF3483
T3140,P1153,W103,S204,IN,77,3949.46,304108.42,2026-01-07 23:31:49.058045,online,REF9152
T3141,P1456,W106,S209,RETURN,99,43926.65,4348738.350000001,2025-10-30 23:51:42.366183,online,REF1847
T3142,P1324,W100,S215,INVALID,21,29032.69,609686.49,2026-01-26 16:02:38.639766,offline,REF9912
T3143,P1049,W102,S218,INVALID,11,12405.98,136465.78,2026-01-05 08:11:11.765848,internal,REF8686
T3144,P1190,W109,S218,OUT,63,19500.47,1228529.61,2025-10-06 22:26:21.171347,offline,REF4012
T3145,P1030,W109,S206,RETURN,48,42299.5,2030376.0,2026-01-31 09:09:41.856140,offline,REF6014
T3146,P1407,W103,S217,OUT,66,9764.71,644470.86,2025-07-07 00:52:14.355901,internal,REF9822
T3147,P1484,W101,S202,IN,44,46543.65,2047920.6,2025-05-11 12:14:41.153197,offline,REF9411
T3148,P1332,W102,,RETURN,91,13087.27,1190941.57,2025-04-18 04:42:25.913465,offline,REF9354
T3149,P1281,W107,S205,INVALID,27,6485.29,175102.83,2025-11-12 21:07:23.963460,internal,REF7439
T3150,P1118,W103,S217,TRANSFER,12,13569.42,162833.04,2026-03-28 23:31:23.246955,internal,REF8299
T3151,P1261,W101,,INVALID,8,19472.97,155783.76,2025-09-21 19:26:34.605866,online,REF6083
T3152,P1118,W105,S210,TRANSFER,25,26251.69,656292.25,2025-06-01 09:02:05.276857,internal,REF9817
T3153,P1438,W105,,TRANSFER,94,38972.16,3663383.0400000005,2025-12-03 02:22:10.958137,offline,REF2970
T3154,P1200,W105,,TRANSFER,5,21924.41,109622.05,2025-07-09 08:53:10.385429,internal,REF3239
T3155,P1091,W102,S200,TRANSFER,36,15752.23,567080.28,2025-09-28 10:20:21.598956,online,REF7098
T3156,P1331,W109,S202,OUT,77,46491.38,3579836.26,2026-01-27 13:51:36.273918,online,REF8265
T3157,P1057,W105,,TRANSFER,83,24946.75,2070580.25,2025-11-27 00:02:51.058322,internal,REF2397
T3158,P1278,W109,S214,INVALID,42,25043.29,1051818.18,2025-07-09 14:31:08.058885,online,REF8576
T3159,P1270,W102,S205,INVALID,94,49983.32,4698432.08,2025-08-29 17:20:23.661057,internal,REF2967
T3160,P1494,W103,S207,TRANSFER,3,32729.7,98189.1,2025-09-26 14:18:51.627858,internal,REF4282
T3161,P1304,W101,S215,INVALID,30,1666.92,50007.600000000006,2025-10-03 04:31:40.526497,online,REF3343
T3162,P1079,W105,S203,RETURN,5,28042.15,140210.75,2025-10-06 10:15:39.042432,offline,REF5376
T3163,P1176,W103,S219,IN,24,37396.89,897525.36,2025-06-20 21:39:46.334443,offline,REF3250
T3164,P1078,W106,S209,TRANSFER,96,23258.42,2232808.32,2025-06-16 21:11:48.263725,internal,REF3427
T3165,P1252,W101,S205,TRANSFER,1,38595.17,38595.17,2026-03-30 07:33:52.954675,internal,REF5746
T3166,P1113,W101,,IN,27,3604.88,97331.76000000001,2026-01-20 01:46:28.730220,internal,REF9764
T3167,P1402,W103,S200,INVALID,24,48386.19,1161268.56,2025-05-05 22:01:31.711578,offline,REF6924
T3168,P1328,W102,,RETURN,68,41006.37,2788433.16,2025-06-18 11:28:14.019046,online,REF5230
T3169,P1066,W103,S213,RETURN,43,5605.26,241026.18000000002,2025-06-27 01:17:46.921315,internal,REF7200
T3170,P1207,W103,S208,RETURN,18,550.5,9909.0,2025-12-27 18:54:38.062948,internal,REF6543
T3171,P1035,W105,S217,INVALID,57,30895.88,1761065.1600000001,2025-12-06 18:28:19.936099,offline,REF7113
T3172,P1322,W102,,IN,77,11692.33,900309.41,2026-04-08 16:37:03.417709,offline,REF4375
T3173,P1255,W102,,TRANSFER,10,9477.64,94776.4,2026-04-01 19:22:04.379116,online,REF2484
T3174,P1366,W109,,OUT,15,33044.82,495672.3,2025-05-24 23:51:08.545551,internal,REF7010
T3175,P1420,W101,S217,OUT,41,49101.9,2013177.9000000001,2025-12-17 16:58:41.860283,internal,REF7088
T3176,P1471,W109,,TRANSFER,52,1092.35,56802.2,2025-12-21 13:04:50.428577,internal,REF4319
T3177,P1236,W106,S216,TRANSFER,89,35633.81,3171409.09,2026-02-21 05:55:27.764836,online,REF2513
T3178,P1497,W105,,TRANSFER,87,42058.21,3659064.27,2025-11-03 06:32:21.161086,online,REF9699
T3179,P1039,W100,S214,IN,75,32811.95,2460896.25,2026-01-27 09:44:04.872030,online,REF7317
T3180,P1030,W109,S212,RETURN,45,43546.51,1959592.9500000002,2026-04-15 01:10:16.644177,internal,REF1924
T3181,P1104,W104,,TRANSFER,2,16598.27,33196.54,2025-10-29 00:53:07.796715,offline,REF5035
T3182,P1097,W103,,TRANSFER,83,44772.69,3716133.27,2025-09-13 04:50:46.120808,online,REF3225
T3183,P1084,W101,S215,TRANSFER,91,7901.0,718991.0,2025-12-17 20:04:41.857954,internal,REF9728
T3184,P1031,W106,,TRANSFER,20,46111.32,922226.4,2025-12-16 14:51:12.176055,internal,REF8977
T3185,P1314,W106,S200,OUT,42,15065.01,632730.42,2025-11-16 04:42:55.692851,internal,REF2179
T3186,P1290,W102,S212,IN,18,20168.84,363039.12,2025-04-19 17:53:30.161761,internal,REF8686
T3187,P1165,W103,S213,TRANSFER,96,10006.57,960630.72,2025-06-06 17:49:42.053687,offline,REF6980
T3188,P1217,W103,S209,RETURN,54,14158.59,764563.86,2025-07-24 10:55:16.713950,online,REF1446
T3189,P1486,W101,,RETURN,80,38726.07,3098085.6,2025-11-04 18:01:01.162872,online,REF7251
T3190,P1099,W105,S219,IN,13,34000.01,442000.13,2025-07-30 03:36:37.869881,offline,REF8971
T3191,P1234,W103,S201,RETURN,6,34150.03,204900.18,2025-06-22 22:34:42.373510,internal,REF7547
T3192,P1200,W108,S217,INVALID,53,4881.0,258693.0,2026-01-14 14:22:48.979961,online,REF8033
T3193,P1376,W104,,INVALID,55,46251.82,2543850.1,2025-08-18 13:55:49.936475,offline,REF2904
T3194,P1312,W101,S210,INVALID,86,28506.55,2451563.3,2025-05-07 16:02:32.806977,internal,REF4695
T3195,P1147,W107,S208,INVALID,44,48049.54,2114179.7600000002,2025-08-27 10:13:21.420118,online,REF1339
T3196,P1335,W108,,TRANSFER,12,48879.49,586553.88,2026-02-12 13:13:33.736214,offline,REF9466
T3197,P1084,W102,S217,IN,30,43911.72,1317351.6,2025-04-30 23:23:46.542272,offline,REF5711
T3198,P1181,W102,S216,RETURN,63,33723.15,2124558.45,2025-07-18 22:58:33.465139,internal,REF2482
T3199,P1155,W100,S219,OUT,23,43469.48,999798.04,2025-07-04 21:59:48.535621,internal,REF6432
T3200,P1240,W102,S215,OUT,59,36507.08,2153917.72,2025-08-05 06:29:56.849156,internal,REF6559
T3201,P1391,W106,S217,IN,74,39883.05,2951345.7,2025-08-15 22:15:11.127195,internal,REF2629
T3202,P1484,W105,S217,INVALID,7,6075.05,42525.35,2026-01-05 10:03:08.443089,internal,REF9344
T3203,P1391,W109,S204,OUT,30,45764.96,1372948.8,2026-03-28 20:11:59.091764,offline,REF5107
T3204,P1141,W103,S200,OUT,27,4170.69,112608.62999999999,2025-06-02 10:23:45.103707,offline,REF9132
T3205,P1176,W100,S208,INVALID,97,15205.36,1474919.9200000002,2025-08-15 00:20:48.080310,offline,REF1411
T3206,P1013,W105,S219,IN,96,48660.85,4671441.6,2025-10-29 22:39:33.956324,online,REF4955
T3207,P1125,W104,,OUT,82,21471.04,1760625.28,2025-07-26 03:27:26.391788,internal,REF5855
T3208,P1127,W109,S204,IN,66,19789.28,1306092.48,2025-12-30 18:29:54.840639,offline,REF7824
T3209,P1095,W109,,OUT,58,643.91,37346.78,2025-04-25 02:25:43.615831,internal,REF4167
T3210,P1492,W108,S213,RETURN,85,17202.44,1462207.4,2025-07-19 10:23:40.078893,offline,REF4309
T3211,P1197,W104,S213,INVALID,82,9683.5,794047.0,2025-07-06 23:48:10.745159,online,REF5503
T3212,P1161,W103,S201,OUT,58,7465.59,433004.22000000003,2025-12-26 14:07:12.352723,internal,REF9044
T3213,P1304,W105,,INVALID,67,42824.59,2869247.53,2026-03-22 09:59:30.374942,offline,REF9388
T3214,P1249,W101,,RETURN,22,3810.22,83824.84,2026-02-10 18:18:26.375052,online,REF2625
T3215,P1180,W108,S209,TRANSFER,73,11990.2,875284.6000000001,2026-01-24 19:35:22.092547,offline,REF6949
T3216,P1180,W105,S210,RETURN,88,5956.02,524129.76,2026-01-22 13:02:25.836319,internal,REF5968
T3217,P1119,W102,S212,INVALID,37,25305.43,936300.91,2025-08-21 01:06:02.940069,offline,REF2807
T3218,P1317,W104,S211,TRANSFER,93,48287.5,4490737.5,2025-08-27 13:31:31.815366,internal,REF1807
T3219,P1064,W105,S217,RETURN,1,36453.97,36453.97,2025-11-04 17:13:52.222224,offline,REF8515
T3220,P1103,W106,,OUT,59,557.64,32900.76,2025-10-09 07:14:05.831262,internal,REF5275
T3221,P1364,W103,S210,TRANSFER,86,17967.33,1545190.3800000001,2026-02-13 17:39:43.200444,internal,REF9319
T3222,P1423,W102,S218,TRANSFER,71,39858.27,2829937.17,2025-10-21 10:56:14.055522,offline,REF1009
T3223,P1444,W101,S207,RETURN,8,39764.83,318118.64,2025-12-29 22:09:43.471416,internal,REF3094
T3224,P1184,W105,,TRANSFER,13,48789.03,634257.39,2026-02-24 09:38:59.386079,offline,REF6796
T3225,P1326,W102,S213,OUT,78,15952.44,1244290.32,2026-01-22 03:38:05.311848,internal,REF7775
T3226,P1035,W100,S210,RETURN,73,40097.78,2927137.94,2025-10-30 19:21:54.315939,offline,REF5354
T3227,P1496,W102,,INVALID,61,16161.87,985874.0700000001,2026-01-30 01:49:05.445994,online,REF1148
T3228,P1485,W105,S216,OUT,53,8960.6,474911.80000000005,2025-07-22 00:41:50.966577,offline,REF2208
T3229,P1012,W103,S210,OUT,89,40517.94,3606096.66,2026-01-15 05:35:27.785073,internal,REF9896
T3230,P1170,W106,S215,INVALID,10,13908.7,139087.0,2025-08-30 21:14:33.994855,internal,REF3407
T3231,P1178,W100,S215,INVALID,8,18391.71,147133.68,2025-09-09 07:29:42.711392,online,REF5270
T3232,P1259,W107,S200,INVALID,8,28775.06,230200.48,2025-08-29 00:25:49.892983,offline,REF4098
T3233,P1034,W109,S209,IN,30,16327.76,489832.8,2025-10-09 23:10:44.551601,offline,REF6389
T3234,P1146,W106,S212,OUT,6,12954.43,77726.58,2026-02-05 10:40:15.188022,offline,REF3072
T3235,P1415,W107,S212,TRANSFER,68,22400.81,1523255.08,2025-08-07 04:13:34.433758,offline,REF6759
T3236,P1130,W109,,TRANSFER,89,6466.86,575550.5399999999,2025-05-08 13:29:23.624506,offline,REF1044
T3237,P1271,W102,S211,OUT,3,34785.39,104356.17,2026-01-20 17:07:54.383884,online,REF5462
T3238,P1028,W109,,OUT,100,10557.28,1055728.0,2025-08-14 21:31:46.672724,internal,REF4829
T3239,P1037,W106,S218,TRANSFER,1,17536.57,17536.57,2026-03-07 13:03:35.161887,online,REF6745
T3240,P1119,W104,,INVALID,74,20381.69,1508245.0599999998,2025-11-28 23:26:09.490265,online,REF7021
T3241,P1222,W108,S202,RETURN,13,46754.04,607802.52,2025-05-21 19:47:37.839159,internal,REF8974
T3242,P1280,W104,,RETURN,36,30804.84,1108974.24,2025-07-17 15:35:32.029820,internal,REF6469
T3243,P1128,W107,S204,INVALID,75,11530.38,864778.4999999999,2025-06-01 14:06:49.777128,offline,REF8241
T3244,P1001,W105,S215,RETURN,77,7997.77,615828.29,2025-08-19 01:52:01.012715,offline,REF2001
T3245,P1086,W109,S216,IN,64,1425.03,91201.92,2025-12-26 00:43:14.458776,internal,REF8115
T3246,P1226,W100,,OUT,70,17441.56,1220909.2000000002,2025-06-09 23:27:03.398435,online,REF3871
T3247,P1223,W105,S201,IN,86,27938.98,2402752.28,2025-08-07 16:21:06.663913,offline,REF1166
T3248,P1133,W104,,IN,53,17342.11,919131.8300000001,2025-10-30 10:12:11.134411,online,REF1400
T3249,P1169,W102,,INVALID,96,8857.74,850343.04,2025-09-26 03:05:28.897143,internal,REF7460
T3250,P1121,W101,S211,IN,81,38030.88,3080501.28,2025-11-04 03:51:41.567136,internal,REF3968
T3251,P1489,W104,,RETURN,38,45115.96,1714406.48,2026-04-17 03:22:30.285139,offline,REF4375
T3252,P1117,W107,S216,IN,87,13706.87,1192497.6900000002,2026-03-22 10:58:45.322892,internal,REF7279
T3253,P1265,W103,,IN,83,6800.36,564429.88,2025-07-14 10:14:25.760633,internal,REF6557
T3254,P1356,W100,S211,OUT,23,16901.46,388733.57999999996,2025-12-27 09:56:42.696665,online,REF3185
T3255,P1197,W102,S201,INVALID,77,40784.29,3140390.33,2026-04-15 17:00:05.113600,online,REF1368
T3256,P1454,W104,S210,OUT,31,13732.83,425717.73,2025-07-15 21:51:10.101129,internal,REF8708
T3257,P1138,W102,,TRANSFER,98,49006.12,4802599.760000001,2026-01-25 15:16:28.133528,internal,REF5672
T3258,P1118,W102,S201,TRANSFER,97,47825.03,4639027.91,2025-08-17 03:45:54.496287,offline,REF2636
T3259,P1387,W101,S219,IN,22,5556.76,122248.72,2026-01-17 04:34:23.620188,internal,REF4589
T3260,P1424,W104,S219,RETURN,43,27738.78,1192767.54,2025-07-01 11:44:07.548552,offline,REF3385
T3261,P1271,W106,S215,OUT,36,46696.23,1681064.28,2025-12-27 13:31:59.374893,online,REF8533
T3262,P1333,W100,S205,RETURN,65,4631.72,301061.8,2025-12-19 22:25:50.833597,internal,REF4108
T3263,P1029,W104,S218,RETURN,47,37953.42,1783810.74,2025-07-11 21:10:46.338276,online,REF6755
T3264,P1370,W104,S204,TRANSFER,11,40420.68,444627.48,2025-08-24 06:51:56.878949,offline,REF7117
T3265,P1199,W105,S205,IN,55,3369.99,185349.44999999998,2025-07-15 08:22:26.544955,online,REF4724
T3266,P1457,W102,,OUT,85,7743.88,658229.8,2026-03-29 13:42:32.636827,offline,REF2059
T3267,P1408,W101,S217,INVALID,68,15024.14,1021641.52,2026-03-25 16:06:40.310538,offline,REF2727
T3268,P1014,W104,S213,OUT,100,11738.42,1173842.0,2026-02-10 03:38:09.326410,internal,REF9907
T3269,P1438,W106,,TRANSFER,64,24210.37,1549463.68,2026-01-07 08:16:41.027703,offline,REF1445
T3270,P1240,W103,S203,OUT,77,44966.67,3462433.59,2025-07-20 01:21:18.680792,online,REF3967
T3271,P1100,W108,S212,IN,53,4060.16,215188.47999999998,2025-05-20 04:03:25.435746,offline,REF2899
T3272,P1103,W108,,OUT,9,21430.87,192877.83,2025-08-19 06:26:58.539223,internal,REF9433
T3273,P1363,W108,,INVALID,28,22043.66,617222.48,2026-01-03 05:33:41.941492,internal,REF9705
T3274,P1230,W108,S205,RETURN,45,27755.06,1248977.7,2026-03-09 10:52:03.964468,offline,REF7754
T3275,P1017,W103,S208,INVALID,92,12475.08,1147707.36,2026-04-03 00:08:13.769165,offline,REF3409
T3276,P1212,W100,S217,TRANSFER,24,26157.55,627781.2,2025-06-20 10:04:02.448981,offline,REF7844
T3277,P1053,W108,S218,OUT,30,14164.46,424933.8,2025-06-12 00:55:16.214065,offline,REF4773
T3278,P1437,W103,S213,IN,29,46406.21,1345780.09,2025-09-18 03:44:58.724651,online,REF1259
T3279,P1325,W107,S208,INVALID,4,40515.65,162062.6,2025-06-29 14:11:56.038591,internal,REF3874
T3280,P1067,W100,S202,OUT,79,10528.41,831744.39,2026-03-06 00:04:52.845742,internal,REF7349
T3281,P1454,W106,S214,INVALID,87,22838.22,1986925.1400000001,2025-10-18 20:02:59.326631,internal,REF3451
T3282,P1352,W107,S219,TRANSFER,3,34978.95,104936.84999999999,2026-01-25 05:05:59.393033,internal,REF4500
T3283,P1430,W103,,RETURN,32,43993.56,1407793.92,2026-02-24 18:13:34.839397,offline,REF4417
T3284,P1150,W101,S217,IN,17,32028.19,544479.23,2025-07-08 11:38:00.435556,offline,REF2721
T3285,P1280,W106,,IN,11,48610.35,534713.85,2026-02-24 19:47:51.297724,online,REF9966
T3286,P1132,W104,S209,RETURN,9,48062.71,432564.39,2025-05-30 08:29:21.415778,online,REF2549
T3287,P1199,W104,S217,INVALID,29,41548.28,1204900.1199999999,2025-09-26 22:33:46.603933,internal,REF4927
T3288,P1482,W100,S209,IN,29,31248.77,906214.33,2025-06-13 20:05:54.786320,internal,REF2694
T3289,P1131,W100,S217,OUT,29,36637.09,1062475.6099999999,2026-03-30 20:23:19.230808,internal,REF8868
T3290,P1061,W102,S204,OUT,6,11555.53,69333.18000000001,2025-12-14 18:17:53.143090,online,REF3252
T3291,P1377,W109,S202,TRANSFER,22,26919.79,592235.38,2025-06-16 19:32:38.949378,internal,REF5048
T3292,P1163,W100,,TRANSFER,6,20938.33,125629.98000000001,2025-12-28 14:58:27.723133,internal,REF8138
T3293,P1486,W108,,IN,69,19793.83,1365774.27,2026-01-25 17:52:49.447945,internal,REF7166
T3294,P1067,W105,S204,TRANSFER,81,30573.77,2476475.37,2026-03-13 20:15:44.757174,online,REF6259
T3295,P1204,W108,S211,RETURN,53,14232.7,754333.1000000001,2025-08-21 07:48:57.674756,online,REF3567
T3296,P1479,W106,S207,INVALID,44,9885.19,434948.36000000004,2025-08-26 01:08:11.309430,offline,REF4434
T3297,P1102,W109,S209,INVALID,23,21133.61,486073.03,2025-04-29 12:24:45.167596,online,REF3729
T3298,P1193,W109,S202,RETURN,69,14013.57,966936.33,2025-12-09 17:56:35.922825,internal,REF1187
T3299,P1080,W102,,TRANSFER,27,47441.41,1280918.07,2025-07-07 05:03:08.774530,offline,REF9526
T3300,P1347,W104,S215,INVALID,73,22080.76,1611895.48,2025-07-25 22:49:38.546360,internal,REF2984
T3301,P1297,W109,S218,INVALID,66,4203.35,277421.10000000003,2025-12-10 11:53:17.170789,offline,REF5619
T3302,P1036,W103,S219,TRANSFER,56,19444.06,1088867.36,2025-12-04 21:29:36.882335,online,REF3431
T3303,P1386,W102,S201,TRANSFER,79,46383.88,3664326.52,2026-03-23 18:09:37.513850,online,REF9531
T3304,P1330,W104,,RETURN,56,19054.53,1067053.68,2025-10-12 03:04:17.299270,online,REF9095
T3305,P1041,W108,S216,TRANSFER,60,34541.18,2072470.8,2026-02-05 04:38:37.656817,internal,REF6247
T3306,P1115,W105,S216,OUT,82,34146.16,2799985.12,2025-10-06 11:47:57.622318,internal,REF1302
T3307,P1046,W105,S210,INVALID,38,8772.74,333364.12,2025-09-05 16:58:51.062300,offline,REF5598
T3308,P1402,W104,,INVALID,7,12987.38,90911.65999999999,2025-05-10 10:31:03.334833,offline,REF7262
T3309,P1326,W104,S215,TRANSFER,10,49480.52,494805.19999999995,2026-02-23 20:16:34.132560,internal,REF3920
T3310,P1399,W106,S204,TRANSFER,96,6037.65,579614.3999999999,2025-10-10 23:11:20.441571,offline,REF5246
T3311,P1022,W100,S204,IN,8,8990.42,71923.36,2025-12-07 05:19:47.717407,internal,REF2869
T3312,P1052,W101,,IN,58,32213.49,1868382.4200000002,2025-09-12 18:18:57.978632,online,REF3029
T3313,P1117,W106,,IN,70,2155.0,150850.0,2025-08-22 04:10:26.940834,offline,REF1092
T3314,P1099,W106,S205,OUT,58,25314.43,1468236.94,2026-03-11 02:46:41.695586,internal,REF5217
T3315,P1234,W109,S207,RETURN,16,15778.24,252451.84,2025-08-27 21:11:42.935216,internal,REF3978
T3316,P1339,W106,S201,RETURN,75,19106.64,1432998.0,2025-05-02 07:06:49.865118,internal,REF1006
T3317,P1373,W109,S213,INVALID,58,20130.0,1167540.0,2025-07-05 03:52:48.076740,internal,REF3615
