shipment_id,supplier_id,warehouse_id,shipment_status,shipment_date,delivery_date,delay_days,shipping_cost
SHIP850,S217,W107,delivered,2025-06-06,2025-06-11,5,8607.24
SHIP851,S212,W104,delivered,2025-08-10,2025-08-17,5,11807.99
SHIP852,S205,W106,delivered,2026-03-28,2026-04-01,4,10558.45
SHIP853,S210,W102,delivered,2026-03-22,2026-03-24,0,10662.65
SHIP854,S204,W101,delivered,2025-04-19,2025-04-28,2,11890.12
SHIP855,S217,W103,in_transit,2025-12-04,2025-12-07,2,17107.74
SHIP856,S210,W107,delayed,2025-06-01,,0,2391.24
SHIP857,S201,W108,delivered,2025-05-31,2025-06-08,5,11549.5
SHIP858,S214,W103,delivered,2026-01-18,2026-01-23,1,14158.24
SHIP859,S208,W100,delivered,2025-08-10,2025-08-17,1,10791.19
SHIP860,S209,W107,delayed,2025-07-12,,4,2113.2
SHIP861,S215,W103,in_transit,2025-04-30,2025-05-10,4,12435.0
SHIP862,S213,W104,in_transit,2025-06-25,2025-07-04,4,4363.32
SHIP863,S216,W102,in_transit,2026-02-06,2026-02-15,3,13492.86
SHIP864,S216,W108,delivered,2025-12-03,2025-12-08,5,14220.04
SHIP865,S203,W107,delayed,2025-11-27,2025-12-01,3,17579.68
SHIP866,S206,W108,in_transit,2025-09-30,2025-10-01,3,16938.04
SHIP867,S215,W106,delayed,2025-08-27,,2,9574.33
SHIP868,S207,W106,delivered,2025-12-29,2025-12-31,5,5886.32
SHIP869,S215,W101,delivered,2025-10-23,2025-10-26,2,10161.21
SHIP870,S216,W101,delayed,2025-05-10,2025-05-12,4,13130.48
SHIP871,S204,W108,delayed,2025-08-28,,1,5261.31
SHIP872,S216,W108,delayed,2026-02-14,2026-02-22,4,8709.24
SHIP873,S207,W104,in_transit,2025-12-10,2025-12-18,2,18630.21
SHIP874,S212,W102,delayed,2025-06-22,2025-06-24,3,4331.91
SHIP875,S213,W102,delivered,2026-03-17,2026-03-20,5,19640.47
SHIP876,S215,W102,delivered,2025-07-25,2025-07-31,1,9897.72
SHIP877,S216,W107,in_transit,2025-06-25,,4,8763.46
SHIP878,S215,W102,delayed,2026-02-10,2026-02-13,1,14049.88
SHIP879,S211,W108,delivered,2025-11-29,2025-12-05,4,12702.97
SHIP880,S201,W109,delayed,2025-05-20,2025-05-22,0,4466.4
SHIP881,S213,W109,in_transit,2025-05-12,2025-05-19,3,7499.97
SHIP882,S215,W109,delivered,2025-06-12,2025-06-19,4,7230.46
SHIP883,S219,W106,delivered,2025-08-30,2025-09-08,2,16442.78
SHIP884,S219,W109,delivered,2026-02-22,2026-02-24,2,3628.13
SHIP885,S204,W108,delivered,2025-07-20,2025-07-22,4,15911.28
SHIP886,S202,W105,delivered,2025-12-15,2025-12-16,5,19913.08
SHIP887,S208,W104,in_transit,2026-01-09,2026-01-16,1,6134.8
SHIP888,S216,W108,in_transit,2025-12-20,2025-12-27,3,2839.61
SHIP889,S217,W100,delayed,2025-10-24,2025-10-31,3,17073.14
SHIP890,S219,W102,delayed,2026-01-07,2026-01-10,1,18151.4
SHIP891,S200,W103,in_transit,2025-07-17,,3,2571.03
SHIP892,S200,W108,delivered,2025-09-17,2025-09-24,3,3326.83
SHIP893,S201,W108,in_transit,2026-01-06,2026-01-15,3,6674.64
SHIP894,S215,W106,delayed,2025-05-20,2025-05-27,1,6246.84
SHIP895,S206,W100,delayed,2025-10-06,2025-10-16,5,14027.41
SHIP896,S200,W109,delayed,2025-05-05,2025-05-14,0,11994.47
SHIP897,S216,W102,in_transit,2026-02-16,2026-02-19,2,17691.2
SHIP898,S211,W109,delivered,2025-12-19,2025-12-20,1,14122.99
SHIP899,S219,W108,in_transit,2025-09-13,,4,8803.62
SHIP900,S204,W102,in_transit,2026-01-12,2026-01-14,2,10263.14
SHIP901,S216,W108,delayed,2025-06-16,,2,19821.89
SHIP902,S205,W100,delayed,2025-07-17,,4,11172.07
SHIP903,S201,W103,delivered,2025-04-24,2025-04-27,4,12944.6
SHIP904,S216,W103,in_transit,2025-12-16,2025-12-19,2,4635.96
SHIP905,S213,W109,delivered,2025-12-20,2025-12-25,2,2195.81
SHIP906,S208,W102,delayed,2025-09-06,2025-09-10,4,1923.42
SHIP907,S217,W106,in_transit,2025-07-25,2025-07-27,5,8328.14
SHIP908,S217,W101,in_transit,2026-02-13,,0,17784.96
SHIP909,S202,W106,delivered,2025-07-19,2025-07-24,5,16906.47
SHIP910,S209,W101,delivered,2025-11-26,2025-11-29,3,2035.38
SHIP911,S211,W102,delivered,2025-06-25,2025-06-26,3,8531.95
SHIP912,S211,W108,delayed,2025-12-25,2025-12-30,2,1751.71
SHIP913,S207,W100,in_transit,2025-07-15,2025-07-17,0,13445.99
SHIP914,S215,W101,in_transit,2025-12-06,2025-12-16,1,12306.8
SHIP915,S213,W107,in_transit,2025-05-29,2025-06-03,1,19816.14
SHIP916,S204,W105,delivered,2025-10-25,2025-10-28,4,12798.41
SHIP917,S207,W106,delivered,2026-01-27,2026-01-31,5,13653.18
SHIP918,S211,W103,in_transit,2025-11-19,,4,14835.35
SHIP919,S217,W107,in_transit,2025-08-16,2025-08-17,1,14421.29
SHIP920,S201,W106,delivered,2025-12-18,2025-12-27,4,17266.59
SHIP921,S200,W107,delayed,2025-10-12,2025-10-13,2,12898.84
SHIP922,S213,W100,delivered,2026-02-23,2026-03-01,0,7031.99
SHIP923,S207,W100,in_transit,2026-04-10,2026-04-18,4,8715.55
SHIP924,S207,W107,in_transit,2026-02-26,2026-02-28,4,17625.92
SHIP925,S217,W104,delayed,2025-05-07,,0,8951.43
SHIP926,S216,W107,in_transit,2025-12-25,2025-12-29,5,7491.67
SHIP927,S216,W101,delayed,2025-10-31,2025-11-08,1,11902.24
SHIP928,S203,W108,in_transit,2026-02-26,2026-03-04,5,3813.23
SHIP929,S219,W108,in_transit,2025-09-13,2025-09-14,5,2495.78
SHIP930,S212,W107,delayed,2025-06-05,2025-06-11,5,9131.84
SHIP931,S203,W109,in_transit,2025-11-25,2025-11-29,2,2933.39
SHIP932,S211,W108,in_transit,2025-06-27,2025-07-01,4,14901.54
SHIP933,S208,W100,delayed,2025-11-09,2025-11-16,4,19071.46
SHIP934,S209,W105,in_transit,2026-02-21,2026-02-23,2,16600.68
SHIP935,S202,W109,delivered,2025-05-27,2025-05-30,5,5733.01
SHIP936,S202,W102,delayed,2025-07-19,2025-07-25,5,19064.52
SHIP937,S219,W103,in_transit,2026-01-16,2026-01-19,0,13848.25
SHIP938,S209,W107,in_transit,2026-02-26,2026-03-08,4,18936.45
SHIP939,S201,W101,delivered,2026-01-04,2026-01-09,1,14337.16
SHIP940,S202,W104,in_transit,2025-10-09,,2,6683.61
SHIP941,S211,W107,delivered,2026-01-16,2026-01-24,3,13713.67
SHIP942,S202,W103,delivered,2025-11-02,2025-11-05,0,9854.96
SHIP943,S201,W102,in_transit,2026-03-21,2026-03-30,1,11600.46
SHIP944,S213,W107,delayed,2026-01-27,2026-02-04,3,2957.6
SHIP945,S207,W100,delayed,2025-08-25,,0,2074.35
SHIP946,S200,W109,delivered,2025-04-27,2025-05-06,0,5341.11
SHIP947,S211,W102,delivered,2026-01-15,,0,14466.21
SHIP948,S216,W104,delayed,2025-10-01,2025-10-07,1,18509.17
SHIP949,S219,W100,in_transit,2025-07-14,2025-07-22,0,2499.76
SHIP950,S219,W100,in_transit,2025-06-15,2025-06-23,4,19507.38
SHIP951,S206,W104,delayed,2026-04-11,2026-04-14,4,19489.82
SHIP952,S211,W109,in_transit,2026-01-12,,3,2112.85
SHIP953,S201,W100,delivered,2026-01-26,2026-02-01,5,17444.23
SHIP954,S207,W107,delayed,2025-11-16,2025-11-20,4,9606.89
SHIP955,S211,W105,delivered,2026-01-02,,4,12105.4
SHIP956,S204,W107,delayed,2025-09-28,,1,8589.96
SHIP957,S200,W100,in_transit,2025-06-14,2025-06-24,1,18337.13
SHIP958,S202,W102,delivered,2025-06-28,,5,19165.86
SHIP959,S208,W103,in_transit,2025-04-29,,2,18397.26
SHIP960,S202,W104,delivered,2025-12-09,2025-12-16,4,11638.74
SHIP961,S208,W105,delayed,2025-11-08,2025-11-10,2,14178.66
SHIP962,S218,W100,in_transit,2025-10-31,2025-11-07,0,10061.34
SHIP963,S217,W106,delayed,2025-09-05,2025-09-11,5,6355.25
SHIP964,S212,W109,delivered,2025-11-21,2025-11-23,4,2424.56
SHIP965,S202,W103,in_transit,2025-12-21,2025-12-24,0,3205.55
SHIP966,S205,W104,delayed,2025-06-08,2025-06-14,0,5319.78
SHIP967,S212,W101,delayed,2026-04-14,,1,14011.07
SHIP968,S218,W100,in_transit,2025-08-19,2025-08-21,1,13167.34
SHIP969,S209,W109,in_transit,2026-03-23,2026-03-27,2,13170.7
SHIP970,S210,W109,in_transit,2025-12-13,2025-12-18,4,1481.06
SHIP971,S215,W107,delivered,2025-07-21,2025-07-27,5,18837.5
SHIP972,S200,W107,delayed,2026-02-03,2026-02-06,0,16296.38
SHIP973,S200,W104,in_transit,2025-09-15,2025-09-18,1,13189.61
SHIP974,S203,W106,delayed,2026-01-23,2026-01-30,3,8199.72
SHIP975,S206,W104,delayed,2025-08-11,2025-08-20,0,18294.46
SHIP976,S216,W101,in_transit,2025-07-10,2025-07-17,4,4788.38
SHIP977,S211,W100,delivered,2025-06-06,2025-06-16,5,8979.89
SHIP978,S201,W105,in_transit,2025-07-25,2025-07-30,2,16209.19
SHIP979,S209,W107,delayed,2025-06-24,2025-06-25,0,14368.22
SHIP980,S206,W103,delivered,2026-03-08,,2,7464.89
SHIP981,S201,W101,delivered,2025-08-10,2025-08-18,2,16440.55
SHIP982,S206,W107,delayed,2025-10-19,2025-10-22,3,4499.55
SHIP983,S205,W104,delayed,2025-12-01,,1,5700.12
SHIP984,S210,W109,in_transit,2025-07-01,2025-07-07,1,4714.95
SHIP985,S203,W104,in_transit,2025-07-03,,0,6363.65
SHIP986,S201,W101,in_transit,2026-02-02,2026-02-09,4,13415.66
SHIP987,S217,W101,delivered,2026-02-01,2026-02-08,5,12905.66
SHIP988,S219,W108,delayed,2025-08-05,,1,8976.67
SHIP989,S200,W100,delayed,2025-12-07,2025-12-17,5,4728.42
SHIP990,S213,W103,in_transit,2025-11-13,2025-11-18,3,6519.99
SHIP991,S215,W105,in_transit,2025-08-28,2025-08-30,2,11263.74
SHIP992,S216,W106,delivered,2025-07-07,2025-07-08,4,7044.66
SHIP993,S213,W103,delayed,2026-03-25,2026-03-27,3,2637.32
SHIP994,S205,W104,delivered,2026-02-05,2026-02-10,2,3868.83
SHIP995,S211,W108,in_transit,2026-03-09,2026-03-14,1,13542.1
SHIP996,S217,W106,delivered,2025-05-12,2025-05-20,5,9590.9
SHIP997,S203,W107,delayed,2025-11-15,2025-11-18,0,4580.76
SHIP998,S208,W104,delayed,2025-11-16,2025-11-22,5,6277.47
SHIP999,S213,W102,delivered,2025-05-03,2025-05-12,1,14290.25
SHIP1000,S215,W109,in_transit,2026-02-23,2026-03-04,3,18153.4
SHIP1001,S214,W100,delivered,2025-05-16,,3,12399.28
SHIP1002,S201,W107,delivered,2025-06-04,2025-06-08,0,16841.33
SHIP1003,S212,W105,in_transit,2026-02-12,2026-02-20,3,8281.31
SHIP1004,S215,W100,delayed,2025-08-05,2025-08-09,5,17057.5
SHIP1005,S217,W108,delivered,2025-05-24,,0,11306.42
SHIP1006,S208,W101,in_transit,2025-10-16,2025-10-21,5,14351.1
SHIP1007,S215,W109,in_transit,2025-08-22,2025-08-29,3,7518.34
SHIP1008,S214,W104,in_transit,2025-10-15,2025-10-21,5,16810.41
SHIP1009,S218,W102,delayed,2025-12-04,,4,12136.15
SHIP1010,S201,W104,delayed,2025-12-06,2025-12-12,4,17155.08
SHIP1011,S217,W101,delivered,2025-07-18,2025-07-22,1,7797.18
SHIP1012,S200,W105,in_transit,2026-03-01,2026-03-03,3,11032.16
SHIP1013,S208,W104,in_transit,2025-07-06,2025-07-09,4,7147.87
SHIP1014,S217,W109,delivered,2026-03-21,,5,11204.89
SHIP1015,S201,W107,delivered,2025-09-16,2025-09-18,1,7185.61
SHIP1016,S210,W109,delayed,2025-08-02,,3,7195.52
SHIP1017,S211,W106,delayed,2025-06-29,2025-07-05,2,10464.16
SHIP1018,S207,W105,in_transit,2026-03-11,2026-03-13,3,18217.94
SHIP1019,S211,W103,in_transit,2025-09-26,2025-09-27,0,15711.2
SHIP1020,S206,W101,delayed,2025-09-15,2025-09-17,2,11070.17
SHIP1021,S212,W105,delayed,2025-06-09,2025-06-19,5,4528.38
SHIP1022,S216,W102,delayed,2025-08-10,2025-08-12,4,13949.44
SHIP1023,S216,W108,delivered,2025-06-20,,0,19087.25
SHIP1024,S205,W106,delayed,2026-04-09,2026-04-10,3,4498.95
SHIP1025,S211,W104,delayed,2026-03-09,,0,12599.93
SHIP1026,S200,W109,delivered,2025-10-08,2025-10-13,2,9934.65
SHIP1027,S201,W108,delayed,2026-01-16,2026-01-22,1,19047.55
SHIP1028,S208,W107,in_transit,2026-02-18,2026-02-19,1,19020.86
SHIP1029,S218,W108,in_transit,2026-02-22,2026-02-24,0,10457.4
SHIP1030,S201,W108,in_transit,2025-06-27,2025-07-03,1,18391.34
SHIP1031,S211,W102,in_transit,2026-02-26,2026-03-03,2,10953.81
SHIP1032,S213,W108,delivered,2025-12-11,2025-12-17,1,1313.54
SHIP1033,S201,W105,delivered,2026-04-12,2026-04-15,2,4651.13
SHIP1034,S215,W101,delivered,2025-11-11,2025-11-16,2,17937.27
SHIP1035,S216,W100,in_transit,2025-07-23,2025-07-29,5,16447.75
SHIP1036,S208,W100,delayed,2025-04-20,2025-04-24,1,4634.91
SHIP1037,S218,W107,in_transit,2025-11-26,2025-12-01,3,5385.22
SHIP1038,S215,W107,delayed,2026-03-11,2026-03-12,5,6363.56
SHIP1039,S215,W100,in_transit,2026-01-14,2026-01-20,5,14785.52
SHIP1040,S210,W107,delivered,2025-12-06,,1,14346.11
SHIP1041,S207,W100,in_transit,2026-04-03,2026-04-05,3,9596.23
SHIP1042,S214,W105,delivered,2025-07-08,2025-07-13,1,16045.18
SHIP1043,S201,W100,in_transit,2025-10-15,2025-10-23,5,15819.86
SHIP1044,S213,W103,in_transit,2025-05-18,,4,3753.96
SHIP1045,S211,W109,delivered,2025-07-24,2025-07-27,2,5305.26
SHIP1046,S216,W106,in_transit,2025-07-23,2025-07-29,1,10072.51
SHIP1047,S200,W108,in_transit,2026-03-24,2026-03-27,3,19549.42
SHIP1048,S205,W105,in_transit,2025-09-20,2025-09-21,0,7545.33
SHIP1049,S214,W100,in_transit,2025-05-09,,4,19209.95
SHIP1050,S209,W102,in_transit,2026-01-03,2026-01-06,5,16945.43
SHIP1051,S205,W109,delivered,2025-06-30,,5,8416.37
SHIP1052,S208,W105,in_transit,2026-01-19,2026-01-22,0,17368.78
SHIP1053,S215,W105,delivered,2025-07-31,,1,10165.56
SHIP1054,S218,W100,in_transit,2025-08-17,2025-08-20,5,17509.02
SHIP1055,S203,W101,delayed,2026-02-22,2026-02-27,5,18997.17
SHIP1056,S211,W109,delayed,2026-02-27,2026-03-06,5,8997.22
SHIP1057,S210,W103,delivered,2025-08-25,2025-08-28,1,1180.27
SHIP1058,S202,W108,in_transit,2026-03-14,2026-03-20,3,12065.26
SHIP1059,S200,W105,delayed,2025-11-19,2025-11-22,5,18596.3
SHIP1060,S201,W103,in_transit,2025-07-06,2025-07-11,5,15407.71
SHIP1061,S201,W101,in_transit,2025-05-17,,3,16630.9
SHIP1062,S213,W106,delayed,2025-04-21,2025-04-30,1,1564.41
SHIP1063,S211,W109,in_transit,2025-06-14,2025-06-17,3,9561.65
SHIP1064,S213,W101,delivered,2025-07-08,2025-07-09,0,19681.32
SHIP1065,S215,W102,in_transit,2026-03-23,2026-03-31,3,10774.76
SHIP1066,S212,W102,delivered,2025-08-28,2025-09-03,0,14435.77
SHIP1067,S200,W102,delayed,2025-06-12,,3,5094.34
SHIP1068,S211,W106,delayed,2025-10-07,2025-10-14,4,18084.98
SHIP1069,S207,W103,delivered,2025-09-09,2025-09-11,4,10056.18
SHIP1070,S210,W107,delayed,2025-11-24,2025-12-04,4,9059.09
SHIP1071,S219,W106,in_transit,2025-12-26,2025-12-29,5,15366.15
SHIP1072,S213,W101,delivered,2025-10-01,2025-10-02,3,9559.93
SHIP1073,S210,W100,delayed,2026-01-26,2026-02-05,2,6153.59
SHIP1074,S202,W107,in_transit,2025-12-21,2025-12-26,0,8518.88
SHIP1075,S214,W106,delivered,2025-08-26,2025-09-02,5,11242.05
SHIP1076,S208,W103,delayed,2025-12-16,2025-12-22,4,2394.59
SHIP1077,S210,W107,delivered,2025-06-10,2025-06-12,5,5656.02
SHIP1078,S208,W106,delivered,2026-03-22,2026-03-27,4,5832.5
SHIP1079,S217,W103,delivered,2026-02-16,2026-02-18,2,12096.08
SHIP1080,S210,W102,delivered,2025-05-12,2025-05-21,3,15230.3
SHIP1081,S216,W108,delayed,2025-10-23,2025-10-30,3,6122.12
SHIP1082,S214,W100,delayed,2026-03-13,2026-03-19,0,6640.04
SHIP1083,S201,W101,delivered,2025-09-20,2025-09-30,4,5538.76
SHIP1084,S216,W109,in_transit,2025-05-17,2025-05-26,3,13731.76
SHIP1085,S210,W109,in_transit,2025-06-02,2025-06-06,0,15598.64
SHIP1086,S210,W107,delayed,2026-02-28,2026-03-08,0,19593.96
SHIP1087,S218,W109,in_transit,2025-11-17,,4,16130.22
SHIP1088,S201,W104,in_transit,2026-03-09,2026-03-19,0,2773.88
SHIP1089,S203,W101,in_transit,2025-07-05,2025-07-11,1,12885.63
SHIP1090,S201,W101,delivered,2025-12-29,,5,6408.78
SHIP1091,S211,W105,delivered,2026-01-01,,0,10704.84
SHIP1092,S211,W102,delivered,2025-12-13,2025-12-15,2,7839.76
SHIP1093,S211,W102,delivered,2025-06-12,,1,1044.23
SHIP1094,S204,W108,delivered,2025-10-18,2025-10-23,4,2550.94
SHIP1095,S201,W102,delivered,2025-05-20,,4,19927.71
SHIP1096,S204,W103,delayed,2025-06-15,,5,2240.84
SHIP1097,S205,W103,delivered,2026-04-10,2026-04-19,4,10054.78
SHIP1098,S210,W100,delayed,2025-11-15,2025-11-17,4,3434.71
SHIP1099,S202,W103,delayed,2026-03-30,2026-04-04,5,5819.68
SHIP1100,S201,W104,delayed,2025-05-25,2025-05-31,5,5745.82
SHIP1101,S210,W107,in_transit,2025-12-25,2025-12-29,4,5591.47
SHIP1102,S216,W109,delayed,2025-12-02,2025-12-06,3,18515.78
SHIP1103,S218,W108,in_transit,2025-11-02,2025-11-03,4,17341.13
SHIP1104,S201,W102,in_transit,2026-03-24,2026-03-31,3,14229.15
SHIP1105,S213,W104,delayed,2026-03-17,,5,6624.12
SHIP1106,S204,W109,delivered,2025-12-26,,4,17942.35
SHIP1107,S218,W106,in_transit,2025-08-28,2025-09-03,2,12505.27
SHIP1108,S205,W102,in_transit,2025-12-18,,0,13226.51
SHIP1109,S203,W100,in_transit,2025-05-31,2025-06-10,2,3501.07
SHIP1110,S210,W105,delayed,2026-03-16,2026-03-24,5,17757.05
SHIP1111,S203,W108,in_transit,2025-11-18,2025-11-21,1,18519.93
SHIP1112,S213,W106,delayed,2025-06-12,2025-06-21,4,16629.39
SHIP1113,S206,W101,delivered,2026-01-06,,3,4474.67
SHIP1114,S217,W105,in_transit,2026-02-14,2026-02-18,1,3149.73
SHIP1115,S209,W105,in_transit,2025-10-29,2025-11-03,1,13417.47
SHIP1116,S217,W102,in_transit,2025-12-19,2025-12-20,5,15811.56
SHIP1117,S202,W109,in_transit,2025-07-16,2025-07-21,2,15475.89
SHIP1118,S214,W101,delivered,2025-08-28,2025-08-31,4,18242.88
SHIP1119,S210,W100,delivered,2025-09-03,,4,13568.72
SHIP1120,S212,W107,in_transit,2026-01-21,,1,4425.4
SHIP1121,S212,W107,delayed,2026-03-28,,0,4322.36
SHIP1122,S205,W108,in_transit,2026-02-01,2026-02-07,3,19284.14
SHIP1123,S208,W107,in_transit,2026-03-05,2026-03-07,5,1987.83
SHIP1124,S215,W106,in_transit,2025-09-14,2025-09-21,4,7179.1
SHIP1125,S210,W106,delivered,2026-01-08,2026-01-13,3,14750.98
SHIP1126,S216,W100,in_transit,2025-08-28,2025-08-31,4,12934.7
SHIP1127,S201,W109,delivered,2025-09-05,2025-09-12,4,5226.75
SHIP1128,S216,W105,delivered,2025-06-24,2025-06-29,5,12492.55
SHIP1129,S202,W100,delivered,2025-06-26,2025-07-03,1,2903.18
SHIP1130,S210,W108,delayed,2026-04-13,2026-04-21,5,15799.01
SHIP1131,S207,W107,delivered,2026-02-20,2026-02-24,4,7114.34
SHIP1132,S216,W109,delivered,2025-10-25,2025-10-28,3,9619.44
SHIP1133,S202,W108,delayed,2025-06-15,2025-06-16,1,18634.0
SHIP1134,S218,W109,in_transit,2025-06-21,2025-06-29,4,15153.3
SHIP1135,S211,W107,delivered,2025-09-01,2025-09-03,4,8011.34
SHIP1136,S211,W101,delivered,2026-04-06,2026-04-11,4,17721.43
SHIP1137,S212,W104,in_transit,2025-11-22,2025-11-28,1,12573.72
SHIP1138,S215,W104,in_transit,2025-04-23,2025-04-25,4,2328.38
SHIP1139,S212,W109,delivered,2026-02-07,2026-02-10,1,5863.48
SHIP1140,S206,W108,delivered,2025-12-20,2025-12-30,0,9732.61
SHIP1141,S200,W106,delayed,2025-07-30,2025-07-31,0,4792.69
SHIP1142,S218,W106,delayed,2025-05-11,2025-05-15,3,10596.13
SHIP1143,S204,W105,delayed,2026-03-17,2026-03-18,2,2489.87
SHIP1144,S211,W109,in_transit,2026-02-27,2026-03-07,0,1860.87
SHIP1145,S208,W102,delivered,2026-02-19,2026-03-01,5,6733.51
SHIP1146,S200,W103,delivered,2025-06-08,2025-06-16,4,7880.0
SHIP1147,S211,W108,in_transit,2026-02-02,2026-02-06,1,5716.61
SHIP1148,S202,W106,delayed,2026-02-02,,1,19449.06
SHIP1149,S218,W102,in_transit,2025-07-21,2025-07-22,5,16857.65
SHIP1150,S218,W106,delivered,2025-06-22,2025-07-01,3,15200.15
SHIP1151,S207,W106,delayed,2026-03-21,2026-03-25,2,15256.89
SHIP1152,S213,W106,delayed,2025-10-30,2025-11-07,5,18938.51
SHIP1153,S201,W109,delayed,2025-12-03,2025-12-11,2,15997.45
SHIP1154,S207,W105,in_transit,2025-12-17,2025-12-22,1,11345.26
SHIP1155,S211,W107,delayed,2025-12-13,2025-12-18,2,19353.54
SHIP1156,S205,W107,delivered,2025-10-03,,5,13721.85
SHIP1157,S201,W108,in_transit,2025-12-23,2025-12-30,1,15726.37
SHIP1158,S214,W102,delayed,2026-02-11,2026-02-16,0,2572.4
SHIP1159,S210,W105,delayed,2025-12-04,,4,9288.94
SHIP1160,S203,W107,delayed,2025-05-25,2025-06-04,3,7694.76
SHIP1161,S208,W102,in_transit,2025-04-24,2025-05-04,4,16547.68
SHIP1162,S205,W109,delivered,2025-05-12,2025-05-16,0,5100.36
SHIP1163,S219,W102,delivered,2026-03-17,2026-03-25,5,16699.76
SHIP1164,S205,W105,delivered,2025-11-28,2025-12-03,5,18892.4
SHIP1165,S206,W106,delayed,2026-04-04,,5,14718.54
SHIP1166,S201,W102,delayed,2025-08-28,2025-09-01,2,15240.13
SHIP1167,S212,W104,delivered,2026-03-07,,4,18244.74
SHIP1168,S204,W104,delayed,2025-11-01,2025-11-09,1,13136.03
SHIP1169,S208,W109,delivered,2025-11-14,2025-11-16,1,19125.89
SHIP1170,S207,W108,delivered,2025-12-22,2025-12-31,4,15442.33
SHIP1171,S211,W107,delayed,2025-12-09,2025-12-19,1,16719.61
SHIP1172,S212,W104,in_transit,2025-06-25,2025-07-02,1,14571.36
SHIP1173,S205,W104,delayed,2025-10-31,2025-11-08,1,16380.89
SHIP1174,S214,W104,in_transit,2025-04-24,2025-04-25,0,10486.04
SHIP1175,S204,W102,delayed,2025-07-19,,3,12039.19
SHIP1176,S216,W103,in_transit,2025-10-17,2025-10-22,2,17379.79
SHIP1177,S207,W109,delivered,2025-11-16,2025-11-23,2,6837.48
SHIP1178,S202,W102,delivered,2025-11-05,2025-11-11,5,3320.54
SHIP1179,S202,W109,delivered,2025-07-17,2025-07-18,1,10898.6
SHIP1180,S206,W102,in_transit,2025-06-30,2025-07-09,3,17390.06
SHIP1181,S201,W107,delivered,2026-02-15,2026-02-22,4,11900.33
SHIP1182,S206,W108,in_transit,2026-03-23,2026-03-26,0,2709.91
SHIP1183,S204,W101,delivered,2025-05-31,2025-06-07,1,12096.86
SHIP1184,S215,W105,delayed,2025-07-23,2025-07-28,0,7280.51
SHIP1185,S217,W101,delayed,2025-09-25,2025-09-28,5,13727.31
SHIP1186,S200,W100,delayed,2026-03-16,2026-03-20,2,5714.96
SHIP1187,S214,W100,delivered,2025-05-03,2025-05-06,0,16869.93
SHIP1188,S209,W100,in_transit,2025-12-31,2026-01-06,4,15296.15
SHIP1189,S217,W105,in_transit,2025-09-28,,3,7502.01
SHIP1190,S213,W100,delayed,2026-01-27,,0,19467.32
SHIP1191,S208,W105,delivered,2025-10-02,2025-10-07,3,17092.12
SHIP1192,S201,W106,in_transit,2026-03-02,,4,17009.99
SHIP1193,S209,W103,delivered,2026-01-24,2026-01-30,4,13730.19
SHIP1194,S218,W109,in_transit,2026-03-06,2026-03-07,0,8857.97
SHIP1195,S218,W105,delayed,2026-02-19,2026-02-21,3,4197.03
SHIP1196,S207,W108,delivered,2026-03-20,2026-03-24,3,17692.83
SHIP1197,S215,W100,in_transit,2025-07-25,2025-08-03,4,4297.1
SHIP1198,S219,W106,in_transit,2025-11-21,,5,5397.81
SHIP1199,S214,W109,in_transit,2025-10-26,2025-10-31,0,14183.71
SHIP1200,S209,W108,delayed,2025-09-30,,0,10615.0
SHIP1201,S212,W107,delivered,2025-04-29,,1,14520.33
SHIP1202,S208,W102,in_transit,2026-03-16,2026-03-23,1,17348.71
SHIP1203,S212,W104,delivered,2025-05-13,2025-05-17,0,19822.87
SHIP1204,S210,W102,in_transit,2025-12-03,,3,4969.47
SHIP1205,S204,W100,delivered,2025-04-28,,2,16984.52
SHIP1206,S206,W102,delayed,2026-04-01,2026-04-02,1,14876.8
SHIP1207,S210,W100,delayed,2025-04-26,2025-04-28,1,16600.08
SHIP1208,S214,W102,delivered,2025-07-11,2025-07-14,1,4659.79
SHIP1209,S203,W108,in_transit,2026-03-16,2026-03-20,5,18248.12
SHIP1210,S213,W105,in_transit,2026-02-02,2026-02-09,2,15748.42
SHIP1211,S205,W101,in_transit,2025-11-02,,3,17538.42
SHIP1212,S201,W106,delivered,2025-12-04,2025-12-10,1,5555.1
SHIP1213,S218,W109,in_transit,2025-05-14,2025-05-18,1,4175.0
SHIP1214,S212,W100,delivered,2025-11-09,,4,3941.08
SHIP1215,S210,W100,delivered,2025-10-27,2025-10-28,2,5865.98
SHIP1216,S201,W108,in_transit,2025-09-21,2025-09-29,2,6435.29
SHIP1217,S207,W101,delivered,2025-07-25,2025-07-29,0,15009.57
SHIP1218,S219,W108,delayed,2025-10-12,,5,11692.07
SHIP1219,S209,W102,in_transit,2025-06-13,2025-06-22,1,16788.22
SHIP1220,S219,W100,in_transit,2025-12-06,2025-12-08,1,10151.58
SHIP1221,S217,W103,delivered,2026-04-14,2026-04-22,4,15317.07
SHIP1222,S215,W106,delayed,2025-10-30,2025-10-31,5,15711.85
SHIP1223,S204,W102,in_transit,2025-06-10,2025-06-19,5,1182.02
SHIP1224,S213,W108,delivered,2026-03-13,2026-03-22,4,8297.22
SHIP1225,S213,W103,delivered,2026-01-23,,2,8779.13
SHIP1226,S202,W104,delayed,2025-10-11,,0,16595.82
SHIP1227,S218,W108,delayed,2025-06-05,2025-06-13,4,4100.29
