product_id,product_name,category,brand,cost_price,selling_price,currency,supplier_id,product_status,launch_date,expiry_date,weight,dimensions,reorder_level,last_updated
P1472,Name,Grocery>Dairy>Milk,,20557.33,9628.42,INR,S206,discontinued,2025-03-17,,0.39,36x32x1,76,2025-07-28
P1473,Investment,Clothing>Men>Topwear,Boat,2852.33,50789.38,INR,S210,active,2024-12-13,2027-02-16,1.54,36x34x5,109,2026-02-11
P1474,Throughout,Clothing>Men>Topwear,Dell,25559.95,43234.08,INR,S203,discontinued,2024-06-22,2027-03-29,0.92,6x36x7,104,2026-03-28
P1475,Low,Clothing>Men>Topwear,Dell,13401.11,8202.37,INR,S205,discontinued,2024-09-24,,3.69,12x32x7,174,2025-11-16
P1476,Democrat,Grocery>Dairy>Milk,,39939.66,17290.69,INR,S207,active,2024-12-13,2026-05-08,3.1,20x10x9,29,2025-07-12
P1477,Prepare,Grocery>Dairy>Milk,Dell,34150.32,53570.13,INR,S207,inactive,2023-04-30,2027-01-19,1.74,34x36x6,119,2025-09-02
P1478,Same,Clothing>Men>Topwear,Nike,37157.05,34425.62,INR,S201,inactive,2024-04-25,,2.4,21x32x2,147,2026-03-19
P1479,Network,Grocery>Dairy>Milk,,18308.46,9070.96,INR,S202,discontinued,2023-08-02,,1.15,8x45x2,180,2025-11-16
P1480,Room,Electronics>Mobile>Accessories,Dell,9347.51,3501.42,INR,S201,inactive,2025-01-15,,4.74,28x11x3,18,2026-03-07
P1481,Bad,Electronics>Mobile>Accessories,Boat,649.0,47757.5,INR,S204,inactive,2025-01-18,,1.76,15x17x1,83,2026-03-13
P1482,Would,Grocery>Dairy>Milk,Boat,41575.88,14566.51,INR,S210,discontinued,2024-11-18,,2.91,6x14x7,104,2025-10-28
P1483,Customer,Grocery>Dairy>Milk,Nike,26187.73,25161.77,INR,S201,inactive,2025-04-13,2026-12-08,4.97,44x14x10,113,2025-05-24
P1484,Business,Clothing>Men>Topwear,Dell,21218.74,8118.54,INR,S201,active,2024-10-06,2026-04-24,4.99,13x13x3,59,2025-09-14
P1485,Day,Clothing>Men>Topwear,Dell,34480.74,30757.09,INR,S207,inactive,2025-01-26,,4.93,50x42x8,170,2025-06-13
P1486,Production,Grocery>Dairy>Milk,,30540.81,15199.79,INR,S202,discontinued,2024-09-07,,3.24,25x19x3,41,2025-11-23
P1487,Drop,Clothing>Men>Topwear,Nike,43384.87,57916.47,INR,S202,discontinued,2023-07-07,2026-11-20,1.77,44x28x9,178,2025-10-18
P1488,Really,Clothing>Men>Topwear,Nike,30530.64,24289.62,INR,S210,active,2024-10-03,,2.53,13x6x5,18,2025-07-31
P1489,Have,Grocery>Dairy>Milk,Boat,19323.68,9341.53,INR,S209,active,2023-11-17,,3.89,30x50x8,32,2025-10-24
P1490,Serve,Clothing>Men>Topwear,Boat,33840.25,8921.13,INR,S205,inactive,2025-01-02,,0.24,6x6x3,48,2025-10-16
P1491,Term,Clothing>Men>Topwear,Dell,44863.38,18921.76,INR,S208,discontinued,2023-10-19,2026-10-01,2.03,22x39x3,50,2025-05-03
P1492,Maintain,Clothing>Men>Topwear,,47116.51,6137.55,INR,S208,inactive,2024-12-22,,4.78,32x11x8,25,2025-12-06
P1493,Level,Grocery>Dairy>Milk,,32276.26,67156.01,INR,S204,discontinued,2024-03-21,,0.64,34x47x8,10,2025-05-28
P1494,Sense,Electronics>Mobile>Accessories,,25902.27,44152.73,INR,S204,discontinued,2023-10-19,,4.25,29x16x2,143,2026-02-21
P1495,What,Clothing>Men>Topwear,,38603.35,59497.22,INR,S210,discontinued,2024-10-05,2026-08-07,0.53,38x7x3,186,2026-01-17
P1496,Myself,Electronics>Mobile>Accessories,Boat,12269.37,23359.17,INR,S202,discontinued,2025-02-24,,0.88,44x24x7,181,2025-05-01
P1497,Miss,Electronics>Mobile>Accessories,Boat,37316.85,19231.62,INR,S204,inactive,2024-05-04,2027-03-22,3.4,39x14x5,67,2025-07-25
P1498,Process,Electronics>Mobile>Accessories,Boat,19054.01,65958.65,INR,S207,active,2023-07-08,,4.72,32x6x3,57,2026-02-26
P1499,Interview,Clothing>Men>Topwear,Boat,18324.78,19765.85,INR,S204,inactive,2024-02-09,,3.57,6x6x7,182,2025-09-09
P1000,Actually,Electronics>Mobile>Accessories,,24165.3,65931.79,INR,S210,active,2023-12-10,,2.6,5x10x1,150,2026-01-18
P1001,Clearly,Electronics>Mobile>Accessories,Dell,48267.36,38955.51,INR,S204,discontinued,2025-03-27,,0.84,19x45x3,31,2026-01-24
P1002,Nice,Electronics>Mobile>Accessories,,38431.21,52600.39,INR,S204,discontinued,2024-04-07,,4.68,43x9x5,143,2025-05-11
P1003,Cover,Clothing>Men>Topwear,,292.09,52238.92,INR,S205,active,2025-02-12,,1.68,11x34x10,142,2025-10-02
P1004,After,Electronics>Mobile>Accessories,Boat,819.51,24829.01,INR,S205,active,2024-07-15,2026-06-26,1.43,18x24x7,65,2026-03-24
P1005,Interest,Electronics>Mobile>Accessories,,6063.56,49032.55,INR,S201,active,2024-08-30,,4.89,40x43x2,116,2026-02-14
P1006,Rest,Grocery>Dairy>Milk,,22940.96,37073.89,INR,S204,discontinued,2025-04-07,2026-08-30,2.84,19x39x5,54,2025-05-30
P1007,Million,Clothing>Men>Topwear,,28249.01,37424.85,INR,S204,inactive,2024-05-14,2026-04-21,0.9,5x24x7,128,2025-12-11
P1008,Military,Electronics>Mobile>Accessories,Dell,25404.66,63996.24,INR,S207,active,2023-10-14,,0.51,50x9x8,114,2026-01-03
P1009,Lot,Clothing>Men>Topwear,Dell,33784.92,54794.93,INR,S201,discontinued,2024-11-09,,4.1,10x24x3,143,2025-09-21
P1010,Decision,Electronics>Mobile>Accessories,,28434.89,63480.33,INR,S207,discontinued,2024-11-24,,2.99,44x13x5,77,2025-04-21
P1011,Start,Clothing>Men>Topwear,Nike,26364.99,6855.05,INR,S209,discontinued,2023-06-07,,2.59,28x50x8,81,2025-08-07
P1012,Hear,Electronics>Mobile>Accessories,Nike,2828.16,17733.4,INR,S208,discontinued,2023-11-15,2026-10-19,1.66,39x8x4,175,2025-09-22
P1013,Serious,Clothing>Men>Topwear,Boat,43052.58,50268.57,INR,S203,active,2023-05-23,,0.37,16x44x6,181,2025-07-22
P1014,Outside,Electronics>Mobile>Accessories,Dell,2819.48,40163.17,INR,S205,discontinued,2024-11-07,2027-03-19,0.3,7x18x9,115,2026-02-08
P1015,Movement,Clothing>Men>Topwear,,34952.59,67806.12,INR,S208,active,2023-09-10,,4.74,15x28x5,99,2025-06-13
P1016,Century,Electronics>Mobile>Accessories,Nike,7561.7,47628.7,INR,S201,inactive,2023-08-20,,4.77,38x28x8,29,2025-12-21
P1017,Factor,Electronics>Mobile>Accessories,Boat,32100.8,63476.44,INR,S208,active,2023-11-27,,2.17,45x13x8,10,2026-03-15
P1018,Have,Grocery>Dairy>Milk,Dell,47886.26,17596.74,INR,S203,active,2024-05-28,,2.94,13x37x10,102,2026-02-14
P1019,Political,Electronics>Mobile>Accessories,Boat,5164.41,38130.53,INR,S209,active,2024-05-26,,2.46,22x20x2,47,2026-02-09
P1020,Four,Grocery>Dairy>Milk,Boat,7706.61,53984.58,INR,S210,inactive,2024-08-11,2026-06-10,4.12,35x47x7,116,2025-04-27
P1021,Fire,Grocery>Dairy>Milk,Boat,3011.34,62866.65,INR,S202,discontinued,2024-01-05,,2.32,38x14x3,90,2025-07-19
P1022,Environmental,Grocery>Dairy>Milk,Dell,5588.45,21828.92,INR,S210,inactive,2024-01-21,,2.74,19x26x3,106,2025-06-01
P1023,Dog,Grocery>Dairy>Milk,,40025.38,48600.69,INR,S208,active,2024-11-27,2026-12-08,1.82,39x6x7,80,2025-05-04
P1024,Box,Clothing>Men>Topwear,Boat,23443.81,50590.34,INR,S206,discontinued,2023-09-02,,1.24,28x11x1,131,2026-01-27
P1025,Too,Electronics>Mobile>Accessories,Nike,17561.32,36210.5,INR,S209,inactive,2024-08-11,,4.95,25x5x8,145,2025-10-20
P1026,Culture,Grocery>Dairy>Milk,Nike,22143.0,41121.74,INR,S203,discontinued,2025-03-22,,3.88,6x41x5,68,2026-03-05
P1027,Like,Clothing>Men>Topwear,Dell,40360.87,10436.47,INR,S210,active,2024-02-11,,1.25,36x6x1,87,2026-01-08
P1028,South,Clothing>Men>Topwear,,9043.83,49220.82,INR,S202,active,2023-09-15,2026-08-01,4.21,44x40x2,163,2025-04-18
P1029,Final,Electronics>Mobile>Accessories,,15573.52,27353.73,INR,S207,active,2023-07-24,,1.74,27x5x9,148,2025-12-17
P1030,Computer,Clothing>Men>Topwear,Dell,21742.87,33565.29,INR,S207,active,2025-04-08,,4.48,45x28x8,79,2026-03-26
P1031,Look,Electronics>Mobile>Accessories,Dell,890.97,56086.02,INR,S203,inactive,2024-03-06,2026-10-31,4.43,5x16x8,143,2025-12-26
P1032,Type,Electronics>Mobile>Accessories,,9309.41,31247.86,INR,S205,inactive,2023-11-16,,3.04,44x23x8,71,2025-10-09
P1033,Store,Clothing>Men>Topwear,Boat,41780.84,29929.01,INR,S207,inactive,2025-02-19,2026-11-18,2.3,20x6x10,83,2026-03-04
P1034,Name,Electronics>Mobile>Accessories,,27160.54,8670.97,INR,S202,active,2025-01-30,,0.54,30x28x4,27,2026-01-26
P1035,Bag,Grocery>Dairy>Milk,,35940.12,48420.31,INR,S204,inactive,2023-07-03,,2.55,40x12x1,61,2026-03-01
P1036,Key,Clothing>Men>Topwear,,28819.89,6152.11,INR,S209,discontinued,2024-01-09,,2.34,15x50x2,115,2025-12-13
P1037,Both,Clothing>Men>Topwear,,29918.83,38873.04,INR,S206,discontinued,2025-01-05,2027-02-16,1.98,46x23x8,28,2025-08-26
P1038,Attention,Electronics>Mobile>Accessories,Nike,17582.04,7902.05,INR,S201,active,2025-03-12,,0.66,41x20x4,185,2026-03-20
P1039,Head,Grocery>Dairy>Milk,,42288.67,7338.43,INR,S210,active,2023-09-09,,4.89,46x32x5,118,2025-09-27
P1040,Now,Clothing>Men>Topwear,,39129.38,59516.45,INR,S210,active,2024-07-16,,1.96,46x5x6,174,2025-10-18
P1041,Citizen,Grocery>Dairy>Milk,,30025.11,21322.52,INR,S208,active,2023-10-10,,4.35,47x11x10,125,2026-03-02
P1042,Situation,Clothing>Men>Topwear,Boat,12925.25,2468.53,INR,S205,inactive,2024-04-30,2027-04-09,3.99,9x8x2,137,2025-07-19
P1043,Sound,Grocery>Dairy>Milk,Dell,8115.61,32455.87,INR,S204,discontinued,2024-07-07,,1.79,21x45x6,148,2026-02-06
P1044,Skin,Electronics>Mobile>Accessories,,33060.72,47887.24,INR,S201,active,2025-03-28,2027-01-11,4.43,32x46x2,172,2025-11-09
P1045,Ahead,Electronics>Mobile>Accessories,Dell,45869.46,29253.66,INR,S205,active,2024-06-11,2027-02-16,2.94,41x38x5,105,2025-08-17
P1046,Effort,Grocery>Dairy>Milk,Dell,30276.59,58941.41,INR,S204,discontinued,2025-01-08,2026-05-24,1.52,15x42x6,125,2025-08-04
P1047,Her,Clothing>Men>Topwear,Nike,9457.52,26224.64,INR,S206,inactive,2023-10-27,,2.88,46x14x1,87,2026-03-16
P1048,Somebody,Electronics>Mobile>Accessories,,8194.03,40953.82,INR,S206,active,2024-07-26,,4.01,44x39x2,25,2026-04-04
P1049,Smile,Electronics>Mobile>Accessories,Nike,22101.83,32202.21,INR,S201,inactive,2023-09-01,,2.81,26x37x7,100,2026-01-02
P1050,Organization,Clothing>Men>Topwear,Dell,42715.92,32902.32,INR,S207,discontinued,2025-01-12,,1.97,37x32x7,71,2025-09-14
P1051,Whether,Electronics>Mobile>Accessories,Dell,42800.38,40977.02,INR,S209,active,2023-09-02,,0.84,10x19x8,170,2026-01-17
P1052,Size,Clothing>Men>Topwear,Dell,21010.08,27497.74,INR,S205,active,2023-12-11,,4.22,10x15x6,182,2025-07-04
P1053,Standard,Clothing>Men>Topwear,Dell,18255.84,28296.62,INR,S206,inactive,2024-06-21,,3.41,29x45x4,81,2025-08-12
P1054,Let,Clothing>Men>Topwear,,40348.27,62372.55,INR,S201,inactive,2023-09-16,,1.48,33x47x1,185,2025-06-26
P1055,Themselves,Clothing>Men>Topwear,,19048.81,16521.05,INR,S201,active,2024-06-09,,3.73,43x17x7,26,2026-04-12
P1056,Ready,Electronics>Mobile>Accessories,Dell,6406.37,9509.24,INR,S201,active,2024-12-29,2026-10-24,2.85,41x22x9,80,2025-06-07
P1057,Clear,Clothing>Men>Topwear,Nike,22273.3,20015.02,INR,S205,inactive,2024-10-17,2026-06-14,1.12,38x30x9,130,2026-02-14
P1058,Day,Electronics>Mobile>Accessories,,37189.59,66164.32,INR,S209,active,2023-06-15,,1.77,43x21x6,21,2025-06-29
P1059,Much,Electronics>Mobile>Accessories,Dell,37043.12,16296.41,INR,S204,inactive,2024-09-17,2027-03-02,0.21,39x49x6,119,2025-09-22
P1060,Role,Grocery>Dairy>Milk,Dell,35799.2,43483.36,INR,S206,discontinued,2024-12-22,2027-02-13,2.66,24x7x7,198,2026-01-02
P1061,Cup,Electronics>Mobile>Accessories,Boat,32865.15,22679.27,INR,S203,discontinued,2023-12-22,,2.67,20x37x4,20,2025-10-01
P1062,Positive,Electronics>Mobile>Accessories,Boat,20913.6,25575.64,INR,S207,inactive,2023-05-01,,1.26,42x50x4,12,2025-07-17
P1063,Maybe,Clothing>Men>Topwear,Boat,28363.57,1197.94,INR,S203,active,2024-10-19,,4.38,6x47x5,125,2025-11-07
P1064,Girl,Clothing>Men>Topwear,Boat,23734.83,42625.85,INR,S206,discontinued,2023-04-27,,3.67,20x45x6,129,2025-10-06
P1065,Campaign,Grocery>Dairy>Milk,,29330.09,22781.96,INR,S209,active,2025-03-17,,2.38,32x26x8,90,2026-03-11
P1066,How,Electronics>Mobile>Accessories,Nike,40907.86,47335.12,INR,S203,discontinued,2023-09-23,,4.14,34x18x8,142,2025-04-22
P1067,Among,Grocery>Dairy>Milk,Nike,3776.16,4367.28,INR,S201,inactive,2024-09-07,2026-11-11,3.19,30x27x1,135,2026-03-09
P1068,Increase,Electronics>Mobile>Accessories,Boat,14421.71,14588.98,INR,S203,active,2025-02-19,,4.52,48x22x7,179,2025-10-17
P1069,Yourself,Clothing>Men>Topwear,Dell,15264.8,2777.48,INR,S202,inactive,2025-01-11,,4.1,20x15x9,90,2025-11-22
P1070,Meeting,Electronics>Mobile>Accessories,Nike,31082.39,23506.76,INR,S207,inactive,2024-12-16,2026-12-15,2.91,24x7x8,99,2025-08-21
P1071,Admit,Grocery>Dairy>Milk,Boat,36956.8,14021.58,INR,S204,active,2023-10-27,,1.33,37x12x1,156,2025-07-30
P1072,Always,Grocery>Dairy>Milk,Boat,32843.65,55604.46,INR,S205,discontinued,2025-03-19,,1.56,31x6x8,172,2026-01-07
P1073,Because,Electronics>Mobile>Accessories,,41809.85,45221.49,INR,S210,active,2024-01-19,,4.88,13x44x1,106,2025-11-15
P1074,Special,Grocery>Dairy>Milk,Dell,2545.75,14603.1,INR,S202,discontinued,2024-10-26,,2.41,11x48x10,100,2025-07-15
P1075,Hotel,Electronics>Mobile>Accessories,Dell,35419.67,67499.67,INR,S203,active,2024-07-04,,4.43,40x29x5,62,2025-11-17
P1076,Explain,Grocery>Dairy>Milk,Dell,35216.63,19134.41,INR,S201,discontinued,2023-07-24,,2.54,15x6x3,34,2025-06-01
P1077,Per,Clothing>Men>Topwear,Dell,7004.25,46753.92,INR,S208,active,2024-11-05,,3.87,33x40x8,177,2025-06-28
P1078,Occur,Electronics>Mobile>Accessories,,11754.68,41352.07,INR,S201,inactive,2024-07-04,,4.08,36x22x5,127,2025-09-10
P1079,Customer,Clothing>Men>Topwear,Boat,9957.37,17826.53,INR,S209,discontinued,2023-05-26,,3.07,11x18x7,156,2025-05-20
P1080,Same,Electronics>Mobile>Accessories,,3328.58,18668.46,INR,S205,discontinued,2024-07-14,,4.81,12x46x1,89,2026-03-14
P1081,Eye,Electronics>Mobile>Accessories,Dell,35087.26,19911.72,INR,S207,inactive,2024-03-20,,0.59,44x17x3,19,2025-08-18
P1082,Coach,Electronics>Mobile>Accessories,Nike,38592.05,35661.71,INR,S206,inactive,2023-12-12,,2.05,45x43x7,198,2025-05-02
P1083,Laugh,Electronics>Mobile>Accessories,Nike,21766.19,57283.61,INR,S208,inactive,2024-03-05,,4.96,40x27x6,176,2026-01-15
P1084,Effort,Grocery>Dairy>Milk,Boat,32241.34,62894.79,INR,S207,inactive,2024-12-18,,4.21,47x17x4,13,2025-07-30
P1085,Bring,Clothing>Men>Topwear,Dell,3846.89,22335.33,INR,S209,active,2023-05-17,,2.83,36x9x4,117,2025-08-16
P1086,Sport,Electronics>Mobile>Accessories,Nike,40375.81,33355.57,INR,S208,discontinued,2024-08-20,,0.55,43x45x9,27,2025-06-03
P1087,Human,Electronics>Mobile>Accessories,Nike,39041.09,47310.35,INR,S210,discontinued,2024-10-11,,0.2,42x5x4,165,2026-03-29
P1088,Enough,Grocery>Dairy>Milk,,44817.55,30818.8,INR,S207,active,2024-07-31,2027-02-05,1.08,27x9x1,74,2025-07-06
P1089,Light,Clothing>Men>Topwear,Boat,40393.9,23798.58,INR,S209,discontinued,2024-12-14,,1.34,49x45x5,145,2025-08-24
P1090,Size,Electronics>Mobile>Accessories,Dell,27849.5,1600.37,INR,S210,inactive,2024-03-07,,0.12,14x44x5,78,2026-01-04
P1091,Natural,Grocery>Dairy>Milk,Boat,28664.94,67440.27,INR,S205,inactive,2025-04-01,2026-11-24,0.92,42x13x1,15,2025-11-27
P1092,Behind,Electronics>Mobile>Accessories,Boat,9262.42,14840.88,INR,S207,discontinued,2023-12-04,,1.07,24x25x2,27,2025-05-28
P1093,Cell,Clothing>Men>Topwear,,12743.69,57607.4,INR,S205,inactive,2024-10-29,,2.55,20x37x1,132,2025-10-17
P1094,Join,Electronics>Mobile>Accessories,Nike,45496.58,69727.8,INR,S207,discontinued,2025-04-07,2027-03-05,1.7,40x30x2,78,2026-03-07
P1095,Scene,Clothing>Men>Topwear,Nike,2997.0,49478.71,INR,S208,discontinued,2024-11-22,2027-03-25,1.49,5x46x4,157,2025-10-01
P1096,Small,Clothing>Men>Topwear,Nike,49820.54,13880.05,INR,S203,discontinued,2024-05-27,,4.71,30x26x8,137,2025-07-26
P1097,Director,Electronics>Mobile>Accessories,Nike,5606.43,57128.99,INR,S207,active,2024-12-26,,4.26,28x38x9,186,2025-10-27
P1098,Personal,Grocery>Dairy>Milk,Boat,8703.97,32910.65,INR,S202,discontinued,2024-06-12,,3.86,34x25x7,10,2025-05-26
P1099,Indicate,Grocery>Dairy>Milk,,19703.09,6063.78,INR,S202,active,2024-02-25,,4.0,34x26x2,74,2025-05-04
P1100,Role,Clothing>Men>Topwear,Boat,49177.93,63365.42,INR,S209,inactive,2024-10-04,2026-04-30,3.48,7x20x7,61,2025-10-14
P1101,Garden,Grocery>Dairy>Milk,Nike,6366.09,4980.56,INR,S208,active,2024-05-03,,1.05,43x25x1,132,2025-06-27
P1102,Size,Electronics>Mobile>Accessories,Dell,39733.61,65945.32,INR,S210,inactive,2024-02-02,2026-11-10,4.41,41x6x10,13,2025-09-24
P1103,General,Clothing>Men>Topwear,Boat,20014.05,34641.08,INR,S203,inactive,2024-08-24,2026-11-02,3.41,49x36x2,86,2025-06-03
P1104,Expect,Electronics>Mobile>Accessories,Dell,43010.47,53089.46,INR,S207,inactive,2024-02-17,,3.51,20x17x7,13,2026-03-12
P1105,Executive,Clothing>Men>Topwear,Boat,37002.07,16943.12,INR,S204,active,2024-03-26,2026-09-29,3.18,12x42x8,191,2025-08-24
P1106,Sing,Electronics>Mobile>Accessories,Nike,12934.16,42165.12,INR,S209,inactive,2024-09-29,,5.0,8x14x9,89,2025-10-13
P1107,Important,Clothing>Men>Topwear,Nike,10914.67,65625.59,INR,S207,active,2023-12-31,,1.36,50x10x4,17,2025-10-26
P1108,Foot,Clothing>Men>Topwear,Boat,894.69,39392.83,INR,S206,discontinued,2023-07-14,,2.15,38x18x2,113,2026-04-14
P1109,Avoid,Clothing>Men>Topwear,Nike,18504.75,15332.83,INR,S205,inactive,2024-11-03,,0.58,24x25x9,132,2026-02-17
P1110,Son,Grocery>Dairy>Milk,,42186.92,30022.7,INR,S207,active,2025-02-21,,0.15,30x36x10,137,2025-11-01
P1111,Grow,Grocery>Dairy>Milk,,29506.14,25255.32,INR,S204,discontinued,2025-01-18,,0.74,14x21x7,59,2026-04-10
P1112,Between,Grocery>Dairy>Milk,,17850.53,69862.05,INR,S206,discontinued,2024-09-11,2027-02-10,2.84,45x30x8,118,2026-01-31
P1113,Figure,Grocery>Dairy>Milk,,18936.0,26685.75,INR,S202,active,2023-12-01,,4.36,31x16x2,86,2025-04-27
P1114,Bag,Electronics>Mobile>Accessories,Dell,28492.58,31050.1,INR,S207,inactive,2024-02-20,,4.43,16x49x5,115,2025-07-07
P1115,Eye,Clothing>Men>Topwear,,1016.84,36962.19,INR,S207,discontinued,2023-10-23,,1.5,27x20x3,111,2025-06-17
P1116,Determine,Electronics>Mobile>Accessories,Nike,8289.93,35593.25,INR,S207,inactive,2025-02-14,,4.22,14x34x3,104,2025-06-10
P1117,Art,Electronics>Mobile>Accessories,Nike,22287.32,65791.04,INR,S201,inactive,2024-02-23,,2.77,27x26x10,151,2026-02-08
P1118,Research,Clothing>Men>Topwear,,29066.49,20144.36,INR,S208,active,2023-11-22,,3.94,6x27x1,28,2025-08-17
P1119,Describe,Grocery>Dairy>Milk,,18004.9,58171.57,INR,S204,active,2023-10-05,2027-01-06,4.92,32x18x1,23,2025-12-30
P1120,Computer,Electronics>Mobile>Accessories,Nike,6701.9,67976.56,INR,S208,inactive,2025-04-03,,4.06,20x42x9,34,2026-04-04
P1121,Down,Electronics>Mobile>Accessories,Nike,4216.94,69479.04,INR,S205,discontinued,2023-10-14,,0.48,49x35x10,48,2026-03-07
P1122,Themselves,Clothing>Men>Topwear,Dell,43307.85,9179.93,INR,S205,inactive,2024-10-31,,2.58,48x18x3,62,2025-04-27
P1123,His,Electronics>Mobile>Accessories,Dell,26184.34,25589.77,INR,S208,discontinued,2023-04-23,,1.5,42x5x10,94,2025-07-06
P1124,Treatment,Electronics>Mobile>Accessories,Boat,37165.55,46752.82,INR,S209,inactive,2024-06-23,,1.46,43x38x1,145,2025-10-11
P1125,Expect,Electronics>Mobile>Accessories,Boat,2902.41,49612.1,INR,S206,active,2023-12-24,,4.45,45x49x4,164,2025-11-13
P1126,Late,Clothing>Men>Topwear,Dell,21172.14,24004.43,INR,S201,discontinued,2023-07-26,2026-09-07,4.42,35x9x5,124,2025-12-06
P1127,Money,Electronics>Mobile>Accessories,,26025.05,33831.63,INR,S204,discontinued,2023-05-01,,4.92,19x19x2,42,2025-11-10
P1128,Next,Electronics>Mobile>Accessories,,5153.98,43691.21,INR,S210,discontinued,2023-11-12,,1.7,41x41x4,147,2025-05-11
P1129,Will,Electronics>Mobile>Accessories,Dell,6250.39,23255.03,INR,S203,active,2024-05-20,,1.99,49x10x5,157,2026-02-02
P1130,Sometimes,Grocery>Dairy>Milk,Nike,8878.88,14684.02,INR,S205,discontinued,2024-10-24,,4.67,10x12x3,130,2025-07-21
P1131,Himself,Electronics>Mobile>Accessories,Nike,43838.17,17473.36,INR,S209,discontinued,2024-10-12,2027-01-27,4.69,18x31x8,56,2026-01-02
P1132,Economic,Grocery>Dairy>Milk,Dell,34282.77,46206.04,INR,S201,inactive,2024-11-11,2027-02-28,0.99,46x42x5,59,2026-02-12
P1133,Perform,Grocery>Dairy>Milk,Nike,3247.26,1112.32,INR,S203,active,2024-06-01,2026-12-05,4.18,32x10x5,50,2025-07-16
P1134,Heavy,Grocery>Dairy>Milk,Nike,27439.97,61413.22,INR,S201,discontinued,2023-06-03,,4.91,41x35x10,108,2026-04-03
P1135,Late,Grocery>Dairy>Milk,Boat,5129.89,17542.38,INR,S204,active,2024-03-23,,1.26,23x30x5,84,2025-05-18
P1136,Throw,Electronics>Mobile>Accessories,Boat,38804.58,4875.73,INR,S205,inactive,2024-01-31,,3.0,22x47x5,59,2026-02-23
P1137,Defense,Clothing>Men>Topwear,Dell,7026.53,43293.85,INR,S207,active,2024-03-21,,4.09,41x19x7,19,2025-08-22
P1138,Could,Electronics>Mobile>Accessories,,23023.1,66539.59,INR,S210,active,2025-02-14,2027-03-05,4.61,34x17x4,131,2025-04-24
P1139,Anything,Grocery>Dairy>Milk,Nike,5318.82,32696.22,INR,S206,inactive,2025-02-07,,4.53,29x29x1,46,2025-10-31
P1140,Carry,Grocery>Dairy>Milk,Nike,8654.34,50679.46,INR,S208,inactive,2023-08-05,,4.14,32x20x10,115,2025-10-14
P1141,Speech,Clothing>Men>Topwear,Nike,13817.59,52551.41,INR,S209,active,2023-08-08,2026-07-09,4.87,23x22x8,65,2025-08-21
P1142,Special,Clothing>Men>Topwear,Boat,18190.63,1814.04,INR,S204,active,2024-10-18,,0.85,7x6x1,104,2026-03-07
P1143,Less,Clothing>Men>Topwear,Nike,24485.54,10971.95,INR,S209,active,2025-01-22,,3.98,28x30x7,36,2025-10-13
P1144,Year,Grocery>Dairy>Milk,Boat,46156.18,55910.74,INR,S208,inactive,2023-11-08,,0.98,18x19x10,124,2025-05-17
P1145,Exactly,Grocery>Dairy>Milk,,47337.62,61339.74,INR,S209,inactive,2025-02-20,,3.6,28x43x4,66,2025-12-12
P1146,Near,Electronics>Mobile>Accessories,,39108.82,37465.74,INR,S210,active,2023-07-20,,2.32,36x13x4,141,2025-08-16
P1147,Marriage,Electronics>Mobile>Accessories,Dell,12348.64,7804.74,INR,S205,inactive,2023-10-05,,3.6,21x15x4,14,2026-01-26
P1148,Leg,Electronics>Mobile>Accessories,Nike,26754.3,37136.49,INR,S206,discontinued,2024-08-11,2026-10-05,4.56,11x9x8,40,2025-09-10
P1149,Western,Grocery>Dairy>Milk,Boat,10177.67,61623.25,INR,S208,discontinued,2023-05-27,,4.82,18x8x2,98,2025-09-26
P1150,Throughout,Electronics>Mobile>Accessories,Dell,37673.43,69475.0,INR,S203,active,2025-03-04,,4.95,31x38x1,73,2025-09-26
P1151,Him,Clothing>Men>Topwear,,13904.36,61534.24,INR,S206,active,2023-04-18,,3.97,24x27x6,59,2026-01-22
P1152,Approach,Electronics>Mobile>Accessories,Nike,461.39,13943.53,INR,S207,discontinued,2024-12-09,,1.93,37x8x2,43,2026-01-13
P1153,Purpose,Electronics>Mobile>Accessories,Boat,42211.06,58943.83,INR,S202,inactive,2024-09-30,,1.15,36x8x7,190,2026-01-20
P1154,Group,Clothing>Men>Topwear,Boat,34264.87,13237.67,INR,S202,active,2025-03-23,,0.32,30x38x9,68,2026-02-16
P1155,Expect,Grocery>Dairy>Milk,Dell,33225.4,56886.16,INR,S201,active,2023-11-01,,1.05,48x26x4,64,2025-07-11
P1156,Home,Clothing>Men>Topwear,Boat,33451.16,65139.24,INR,S205,discontinued,2025-02-11,2026-11-15,4.13,34x12x8,192,2025-06-23
P1157,Player,Clothing>Men>Topwear,Boat,1477.76,12574.55,INR,S205,active,2023-07-13,,3.55,24x48x2,145,2025-07-16
P1158,Picture,Electronics>Mobile>Accessories,Boat,243.96,55944.44,INR,S202,discontinued,2023-12-26,,2.76,13x44x10,53,2025-11-27
P1159,Question,Clothing>Men>Topwear,Nike,16496.61,31427.84,INR,S208,inactive,2024-03-10,,0.66,44x6x2,21,2025-12-31
P1160,Plan,Grocery>Dairy>Milk,Boat,13027.75,4714.71,INR,S202,active,2023-10-14,,3.53,17x47x5,96,2025-07-03
P1161,Win,Electronics>Mobile>Accessories,Nike,32983.88,5774.8,INR,S208,active,2024-05-02,,4.52,36x21x3,158,2025-12-17
