inventory_id,product_id,warehouse_id,batch_id,stock_quantity,reserved_quantity,damaged_quantity,last_restock_date,last_updated
I2401,P1198,W101,B75,4091,156,43,2026-03-06,2025-09-23
I2402,P1056,W103,B41,-10,130,19,2025-08-14,2025-08-07
I2403,P1155,W106,B8,-10,132,4,2025-10-03,2025-11-21
I2404,P1284,W106,B96,-10,19,28,2025-09-11,2025-09-11
I2405,P1489,W108,B70,-10,153,1,2025-09-03,2025-07-03
I2406,P1129,W102,B34,-10,192,24,2025-10-07,2025-05-04
I2407,P1125,W100,B65,-10,143,2,2026-01-19,2025-07-01
I2408,P1124,W101,B80,1943,99,43,2025-10-04,2025-10-21
I2409,P1483,W106,B52,19,74,50,2026-02-26,2025-05-25
I2410,P1335,W102,B24,-10,61,42,2025-12-29,2025-09-24
I2411,P1487,W108,B10,-10,87,1,2025-07-11,2025-05-19
I2412,P1073,W107,B29,-10,119,17,2026-01-12,2025-05-03
I2413,P1091,W103,B24,4558,4,26,2025-07-29,2025-06-28
I2414,P1270,W107,B6,-10,38,4,2026-01-29,2025-11-24
I2415,P1170,W102,B98,2855,164,31,2025-07-02,2025-08-18
I2416,P1464,W107,B47,-10,185,30,2025-11-03,2025-08-20
I2417,P1172,W108,B23,4481,92,46,2026-03-02,2026-02-14
I2418,P1484,W104,B98,1483,16,20,2025-06-28,2026-01-28
I2419,P1221,W106,B28,1360,15,19,2025-11-06,2025-04-16
I2420,P1358,W104,B63,-10,137,17,2025-11-23,2025-09-04
I2421,P1314,W109,B30,4764,104,3,2025-08-04,2026-02-25
I2422,P1469,W105,B84,2841,4,7,2026-03-04,2025-09-07
I2423,P1354,W100,B44,-10,185,33,2025-08-21,2026-02-21
I2424,P1474,W105,B56,1404,141,0,2025-06-04,2025-04-17
I2425,P1231,W105,B31,-10,142,48,2026-01-26,2025-10-17
I2426,P1452,W105,B83,4533,24,27,2025-04-26,2025-05-13
I2427,P1281,W106,B55,198,30,34,2025-05-02,2026-03-21
I2428,P1230,W105,B99,990,125,43,2025-12-21,2026-04-15
I2429,P1443,W104,B16,2012,150,45,2025-05-31,2025-06-24
I2430,P1111,W104,B13,-10,83,40,2025-06-23,2025-05-29
I2431,P1049,W103,B11,3269,148,27,2025-10-12,2025-06-15
I2432,P1224,W107,B71,-10,27,30,2026-01-14,2025-07-14
I2433,P1082,W102,B46,1379,48,50,2026-01-10,2025-09-18
I2434,P1071,W109,B33,-10,99,22,2025-07-10,2025-08-11
I2435,P1427,W106,B49,1348,194,32,2025-05-27,2025-08-14
I2436,P1032,W102,B97,439,112,12,2025-10-07,2025-10-23
I2437,P1393,W103,B26,3694,73,23,2025-10-28,2026-02-16
I2438,P1263,W103,B5,4421,96,42,2025-08-25,2025-12-06
I2439,P1256,W108,B96,-10,109,19,2026-01-11,2025-10-13
I2440,P1153,W107,B10,2628,156,9,2026-03-30,2026-02-01
I2441,P1114,W105,B52,4135,90,43,2026-03-24,2025-10-01
I2442,P1349,W101,B38,2959,143,29,2025-06-24,2026-03-22
I2443,P1312,W103,B7,84,163,4,2026-03-07,2025-11-10
I2444,P1159,W104,B84,-10,32,20,2025-12-08,2025-05-19
I2445,P1236,W103,B47,1056,194,5,2025-12-07,2025-11-15
I2446,P1132,W105,B42,-10,102,13,2025-04-27,2026-03-25
I2447,P1217,W109,B93,-10,188,30,2025-11-18,2025-07-09
I2448,P1315,W101,B91,-10,62,45,2025-05-15,2025-05-06
I2449,P1377,W103,B3,-10,9,7,2025-10-27,2025-10-13
I2450,P1006,W102,B99,1419,155,33,2025-12-27,2026-03-19
I2451,P1032,W108,B90,4700,157,47,2025-11-09,2025-11-18
I2452,P1153,W105,B93,-10,187,2,2025-05-30,2025-05-08
I2453,P1390,W102,B70,-10,175,36,2025-11-16,2026-01-10
I2454,P1130,W109,B80,-10,167,29,2026-01-02,2025-12-29
I2455,P1040,W106,B94,1942,156,16,2025-10-06,2026-01-23
I2456,P1071,W109,B43,-10,64,40,2025-10-17,2025-08-07
I2457,P1238,W109,B22,1322,108,30,2025-09-21,2025-12-19
I2458,P1046,W109,B45,3308,178,37,2025-08-15,2025-04-21
I2459,P1267,W102,B28,-10,29,19,2025-09-10,2025-10-29
I2460,P1156,W109,B52,-10,16,26,2025-06-03,2025-07-21
I2461,P1377,W109,B29,-10,1,23,2026-01-11,2026-03-05
I2462,P1204,W101,B14,1239,28,29,2025-07-29,2025-05-20
I2463,P1181,W109,B24,4408,123,47,2025-07-27,2025-07-07
I2464,P1448,W108,B91,4612,194,33,2025-10-24,2026-02-23
I2465,P1354,W102,B75,-10,134,45,2025-06-29,2026-01-30
I2466,P1417,W106,B30,1038,164,31,2026-01-24,2025-12-18
I2467,P1248,W109,B71,3770,124,2,2025-10-02,2026-01-07
I2468,P1068,W101,B29,-10,65,16,2025-07-14,2025-12-25
I2469,P1125,W108,B22,2018,173,45,2025-06-07,2025-10-13
I2470,P1405,W106,B36,-10,90,11,2026-01-07,2025-06-13
I2471,P1292,W109,B99,-10,0,45,2025-06-09,2026-04-01
I2472,P1356,W103,B44,2869,87,41,2026-03-13,2025-10-14
I2473,P1408,W109,B28,-10,11,31,2025-07-06,2025-09-24
I2474,P1220,W103,B77,-10,94,26,2025-04-25,2025-09-10
I2475,P1125,W109,B51,-10,2,42,2026-02-25,2025-11-07
I2476,P1081,W107,B23,2923,197,30,2026-01-31,2025-08-16
I2477,P1159,W107,B68,4195,65,13,2025-12-27,2025-07-21
I2478,P1489,W105,B79,-10,191,31,2026-02-14,2025-05-16
I2479,P1147,W100,B25,-10,49,2,2025-07-01,2026-01-10
I2480,P1366,W100,B16,4808,48,5,2025-08-26,2025-06-22
I2481,P1393,W100,B70,-10,40,45,2025-09-14,2026-03-21
I2482,P1298,W103,B44,3728,155,30,2025-10-24,2026-03-05
I2483,P1057,W104,B7,1582,175,20,2025-10-13,2025-12-22
I2484,P1041,W102,B57,237,163,47,2025-07-20,2025-06-18
I2485,P1485,W108,B90,-10,9,14,2025-07-29,2026-02-07
I2486,P1097,W101,B12,279,197,20,2025-05-31,2025-07-05
I2487,P1497,W104,B77,-10,51,26,2026-01-04,2026-01-17
I2488,P1121,W101,B1,569,153,49,2025-10-28,2026-01-12
I2489,P1355,W106,B65,-10,11,41,2025-08-04,2025-05-14
I2490,P1037,W108,B56,-10,141,10,2025-10-20,2026-02-25
I2491,P1445,W102,B17,4983,24,4,2025-11-01,2025-07-11
I2492,P1224,W109,B90,2856,186,7,2025-04-20,2026-02-12
I2493,P1277,W105,B26,2226,155,17,2025-12-19,2025-06-17
I2494,P1222,W103,B82,-10,11,49,2025-04-23,2026-02-24
I2495,P1070,W104,B61,-10,0,6,2026-03-13,2025-06-23
I2496,P1351,W106,B12,-10,97,4,2025-08-29,2025-10-16
I2497,P1476,W107,B49,3248,102,20,2025-08-05,2026-03-13
I2498,P1097,W106,B57,-10,193,13,2025-05-06,2026-01-31
I2499,P1277,W108,B44,1551,57,7,2026-02-17,2025-05-14
I2500,P1394,W108,B41,367,7,7,2025-08-19,2025-12-29
I2501,P1155,W101,B54,4586,10,25,2026-03-27,2025-08-29
I2502,P1114,W104,B9,1937,162,37,2025-05-23,2025-12-17
I2503,P1400,W105,B68,719,35,49,2025-07-25,2025-12-17
I2504,P1351,W101,B18,-10,129,33,2025-12-07,2025-07-18
I2505,P1469,W109,B29,4326,156,4,2025-11-05,2025-07-11
I2506,P1472,W103,B68,-10,107,15,2026-03-03,2025-05-21
I2507,P1083,W101,B44,-10,64,20,2026-02-25,2025-07-29
I2508,P1107,W103,B96,2857,121,4,2026-01-20,2025-05-29
I2509,P1012,W103,B98,-10,41,4,2025-12-31,2026-01-18
I2510,P1335,W100,B64,-10,85,45,2025-10-03,2025-11-16
I2511,P1277,W104,B77,-10,111,10,2026-04-04,2025-07-02
I2512,P1128,W102,B66,-10,194,42,2025-11-10,2026-02-02
I2513,P1016,W108,B67,-10,194,12,2025-07-03,2025-10-11
I2514,P1325,W106,B3,3967,135,18,2026-03-11,2025-07-29
I2515,P1035,W105,B29,-10,179,3,2026-01-17,2025-05-16
I2516,P1064,W108,B78,1297,18,14,2026-03-07,2025-12-04
I2517,P1329,W103,B13,4580,183,8,2025-08-16,2025-10-24
I2518,P1483,W109,B29,3894,157,48,2025-10-12,2025-09-01
I2519,P1446,W106,B11,-10,33,32,2025-11-26,2026-02-23
I2520,P1041,W104,B78,-10,2,15,2026-01-23,2025-05-06
I2521,P1330,W102,B93,-10,178,42,2025-08-15,2025-11-26
I2522,P1483,W108,B10,-10,37,4,2026-01-14,2025-05-03
I2523,P1137,W102,B81,-10,163,43,2025-09-13,2025-11-14
I2524,P1333,W102,B8,3044,169,40,2025-10-01,2025-07-03
I2525,P1230,W106,B90,-10,61,16,2025-08-03,2026-02-03
I2526,P1320,W100,B76,4296,198,19,2026-02-06,2025-08-25
I2527,P1188,W104,B6,-10,1,20,2025-09-30,2026-02-18
I2528,P1048,W104,B57,-10,166,4,2025-07-27,2025-10-22
I2529,P1072,W101,B27,1270,166,34,2025-08-19,2025-04-29
I2530,P1139,W103,B75,-10,96,12,2025-06-27,2026-01-12
I2531,P1104,W107,B72,-10,21,32,2026-01-01,2025-10-19
I2532,P1127,W108,B19,1828,157,47,2025-12-21,2025-10-17
I2533,P1475,W105,B59,-10,92,0,2025-08-02,2025-05-29
I2534,P1312,W108,B11,469,25,27,2025-12-02,2025-10-11
I2535,P1473,W102,B73,-10,57,22,2025-04-23,2025-08-20
I2536,P1476,W102,B11,-10,73,27,2025-12-28,2025-06-16
I2537,P1103,W109,B68,-10,46,44,2025-04-26,2026-02-13
I2538,P1091,W103,B82,2182,12,26,2025-07-03,2025-10-10
I2539,P1477,W103,B17,3784,96,48,2025-12-29,2025-04-19
I2540,P1038,W102,B73,4929,87,9,2025-09-28,2026-03-30
I2541,P1243,W108,B12,321,100,33,2025-07-19,2026-02-04
I2542,P1233,W102,B31,-10,116,7,2026-03-19,2025-09-21
I2543,P1115,W102,B43,3028,115,50,2025-08-19,2026-02-12
I2544,P1370,W100,B29,1313,58,15,2026-03-11,2025-06-26
I2545,P1476,W100,B83,3428,144,17,2025-10-03,2025-09-02
I2546,P1362,W106,B26,4487,191,41,2025-12-15,2025-04-28
I2547,P1396,W100,B96,-10,20,7,2025-12-16,2025-12-07
I2548,P1440,W109,B5,3916,142,49,2025-10-09,2025-05-28
I2549,P1337,W106,B31,1398,189,29,2025-07-13,2026-03-26
I2550,P1387,W103,B87,-10,54,15,2025-11-16,2025-06-01
I2551,P1202,W108,B34,110,134,35,2026-04-12,2025-11-01
I2552,P1184,W103,B46,-10,126,43,2025-07-14,2025-07-05
I2553,P1272,W109,B46,-10,7,6,2025-12-04,2025-05-10
I2554,P1379,W103,B23,852,85,43,2025-10-23,2025-07-10
I2555,P1435,W100,B82,-10,190,34,2025-07-29,2026-03-27
I2556,P1236,W107,B75,2400,131,11,2026-02-03,2026-01-05
I2557,P1408,W107,B30,1628,121,34,2025-06-30,2025-11-01
I2558,P1018,W101,B78,-10,50,46,2025-06-04,2025-06-11
I2559,P1431,W105,B53,1221,111,29,2025-04-18,2025-08-28
I2560,P1460,W108,B52,2502,24,19,2025-07-31,2025-06-17
I2561,P1148,W109,B12,1254,193,22,2026-04-02,2026-01-01
I2562,P1201,W105,B32,4046,82,40,2025-06-16,2025-05-23
I2563,P1033,W108,B79,600,5,28,2026-01-01,2026-04-16
I2564,P1413,W106,B87,4539,177,45,2025-08-20,2026-03-16
I2565,P1099,W101,B24,-10,81,48,2026-03-12,2025-05-01
I2566,P1421,W109,B90,4843,0,23,2025-08-09,2025-11-03
I2567,P1247,W109,B55,-10,97,16,2026-02-06,2025-07-23
I2568,P1273,W107,B8,-10,2,42,2025-12-30,2025-05-08
I2569,P1138,W100,B31,-10,156,8,2025-09-07,2025-09-03
I2570,P1392,W103,B8,3463,128,36,2025-10-21,2026-02-01
I2571,P1474,W100,B52,3959,76,2,2025-12-05,2025-12-12
I2572,P1176,W109,B83,-10,172,4,2025-06-27,2025-10-05
I2573,P1048,W103,B66,-10,51,4,2025-08-15,2026-02-07
I2574,P1224,W109,B32,-10,162,31,2025-05-30,2025-04-25
I2575,P1060,W108,B26,1824,145,39,2026-03-02,2025-07-28
I2576,P1383,W106,B84,-10,73,35,2026-02-10,2026-01-10
I2577,P1338,W106,B50,-10,53,1,2025-12-02,2026-04-02
I2578,P1466,W106,B33,-10,35,8,2026-01-11,2026-01-01
I2579,P1172,W109,B58,4752,168,11,2025-04-22,2025-06-01
I2580,P1030,W109,B53,-10,56,32,2025-07-06,2026-04-16
I2581,P1153,W104,B83,-10,19,8,2026-02-03,2025-09-29
I2582,P1178,W101,B74,353,53,35,2025-08-03,2025-05-22
I2583,P1209,W104,B19,217,125,27,2026-02-25,2025-08-08
I2584,P1074,W100,B4,-10,21,6,2026-02-16,2026-04-15
I2585,P1010,W101,B12,-10,170,45,2025-05-05,2026-02-13
I2586,P1306,W100,B92,4115,90,4,2026-03-02,2026-02-26
I2587,P1467,W103,B79,1189,148,23,2025-04-23,2025-06-05
I2588,P1028,W107,B2,-10,58,14,2026-03-10,2025-12-12
I2589,P1267,W100,B42,-10,159,5,2026-03-23,2026-01-19
I2590,P1365,W106,B52,1046,67,42,2025-12-09,2025-11-06
I2591,P1022,W109,B55,-10,164,13,2025-06-11,2025-06-18
I2592,P1063,W105,B46,1540,87,6,2025-11-22,2026-02-23
I2593,P1183,W100,B100,-10,151,42,2025-12-27,2025-07-08
I2594,P1430,W103,B80,-10,168,40,2026-03-28,2026-03-14
I2595,P1145,W105,B39,4423,112,36,2025-07-18,2025-05-13
I2596,P1190,W108,B64,-10,151,17,2025-06-02,2025-07-25
I2597,P1300,W106,B15,2145,124,11,2025-08-18,2026-03-25
I2598,P1442,W109,B23,-10,106,8,2025-10-11,2026-01-30
I2599,P1119,W101,B27,4517,70,40,2025-07-02,2025-10-07
I2600,P1268,W106,B70,-10,131,42,2025-05-21,2026-04-02
I2601,P1421,W102,B66,-10,8,42,2025-12-13,2025-06-14
I2602,P1477,W103,B41,310,97,4,2025-10-07,2025-11-14
I2603,P1228,W109,B42,3825,182,45,2025-04-30,2025-08-31
I2604,P1351,W109,B38,1103,155,25,2026-04-04,2025-06-17
I2605,P1162,W108,B15,2022,27,20,2025-11-27,2025-12-11
I2606,P1026,W105,B42,-10,119,5,2025-07-05,2025-09-30
I2607,P1297,W108,B74,1586,192,19,2025-07-08,2025-11-08
I2608,P1351,W103,B20,1985,186,21,2026-01-04,2025-10-09
I2609,P1012,W105,B57,-10,10,47,2026-01-11,2025-08-04
I2610,P1014,W102,B69,-10,31,1,2026-03-11,2026-03-20
I2611,P1260,W108,B12,-10,111,34,2025-05-14,2025-09-06
I2612,P1058,W108,B41,2970,17,8,2026-02-24,2026-03-10
I2613,P1153,W109,B31,-10,65,17,2025-08-22,2026-02-10
I2614,P1282,W109,B32,-10,12,23,2025-11-05,2025-09-06
I2615,P1142,W106,B30,-10,61,37,2025-06-10,2025-10-06
I2616,P1135,W107,B9,-10,46,19,2025-05-03,2025-09-28
I2617,P1473,W108,B99,218,114,0,2025-08-18,2025-07-28
I2618,P1225,W108,B34,1942,182,11,2026-03-20,2025-08-18
I2619,P1483,W103,B32,4334,146,36,2026-04-05,2026-03-23
I2620,P1254,W104,B62,342,139,12,2025-06-24,2025-08-24
I2621,P1289,W106,B49,-10,158,40,2025-09-15,2026-02-23
I2622,P1411,W102,B10,2124,39,17,2026-02-06,2025-11-29
I2623,P1244,W102,B53,-10,72,40,2025-05-11,2025-06-17
I2624,P1120,W109,B100,902,78,29,2025-08-24,2025-09-04
I2625,P1107,W105,B74,-10,148,50,2025-05-14,2026-03-31
I2626,P1032,W104,B71,2149,117,24,2026-02-28,2025-04-27
I2627,P1090,W106,B96,-10,14,5,2025-07-11,2025-09-01
I2628,P1397,W102,B4,1723,193,16,2025-11-28,2025-10-22
I2629,P1439,W107,B22,812,11,19,2026-04-03,2025-04-21
I2630,P1316,W108,B76,754,50,22,2026-04-13,2025-06-04
I2631,P1443,W109,B69,-10,18,21,2025-05-09,2026-04-05
I2632,P1166,W108,B99,-10,145,39,2025-12-03,2025-08-02
I2633,P1307,W109,B35,367,126,4,2026-03-06,2025-10-02
I2634,P1391,W104,B5,3526,43,26,2025-08-09,2025-10-03
I2635,P1382,W103,B49,4601,155,4,2026-02-05,2026-03-05
I2636,P1252,W100,B56,-10,124,10,2025-12-01,2026-01-27
I2637,P1204,W108,B83,-10,69,39,2025-11-07,2026-02-21
I2638,P1123,W108,B58,-10,151,34,2026-03-15,2025-07-07
I2639,P1131,W106,B62,3892,8,25,2025-10-19,2026-01-31
I2640,P1155,W102,B48,1492,50,19,2025-09-20,2025-08-18
I2641,P1341,W101,B20,481,181,36,2025-08-04,2026-01-28
I2642,P1298,W107,B9,-10,31,42,2025-05-27,2025-10-23
I2643,P1193,W104,B97,2879,148,5,2025-07-08,2025-10-27
I2644,P1285,W108,B84,3706,147,19,2025-11-19,2025-07-18
I2645,P1012,W109,B83,3736,124,20,2025-05-18,2026-02-02
I2646,P1438,W100,B2,3700,106,24,2026-03-07,2026-01-26
I2647,P1252,W109,B6,-10,14,19,2025-09-29,2025-12-27
I2648,P1398,W107,B20,-10,119,23,2025-10-19,2026-02-27
I2649,P1164,W100,B7,-10,125,43,2025-05-18,2026-02-10
I2650,P1070,W100,B12,-10,96,41,2025-05-31,2026-03-10
I2651,P1278,W104,B9,-10,8,16,2026-02-02,2025-11-24
I2652,P1422,W102,B68,-10,94,47,2026-01-13,2026-03-19
I2653,P1312,W108,B13,-10,56,0,2026-01-25,2025-11-07
I2654,P1305,W100,B38,228,152,9,2025-05-04,2025-05-19
I2655,P1443,W108,B88,3289,71,11,2026-02-14,2025-08-04
I2656,P1421,W100,B35,3669,85,22,2025-08-25,2025-08-25
I2657,P1019,W105,B3,1558,102,1,2025-07-25,2026-01-09
I2658,P1243,W107,B77,-10,66,1,2025-10-09,2026-01-09
I2659,P1026,W103,B51,-10,139,1,2025-09-24,2025-12-31
I2660,P1287,W101,B48,344,128,32,2026-01-04,2026-01-08
I2661,P1285,W102,B33,4476,96,5,2026-02-11,2026-02-10
I2662,P1158,W108,B10,60,128,44,2026-02-18,2025-11-29
I2663,P1399,W105,B85,-10,6,37,2026-03-05,2026-03-08
I2664,P1354,W101,B21,2751,132,29,2025-11-20,2025-12-26
I2665,P1412,W105,B39,3505,126,13,2025-06-02,2025-08-25
I2666,P1028,W108,B63,-10,195,44,2026-02-13,2026-02-27
I2667,P1125,W109,B77,-10,84,21,2025-09-10,2025-10-23
I2668,P1329,W104,B76,-10,133,47,2025-09-25,2025-05-09
I2669,P1359,W101,B39,-10,137,32,2025-11-04,2025-12-16
I2670,P1007,W105,B58,-10,85,49,2026-01-02,2025-11-14
I2671,P1052,W106,B79,-10,136,32,2025-09-14,2025-06-03
I2672,P1297,W107,B69,-10,155,5,2025-07-16,2025-05-05
I2673,P1033,W102,B84,4564,33,19,2025-09-02,2025-08-03
I2674,P1275,W106,B36,4746,70,31,2025-05-13,2026-01-30
I2675,P1425,W103,B39,-10,150,8,2026-01-30,2026-03-22
I2676,P1188,W108,B24,-10,142,41,2025-07-16,2025-09-16
I2677,P1309,W102,B65,33,0,21,2025-08-29,2025-08-28
I2678,P1077,W101,B11,3136,130,43,2025-10-19,2025-07-27
I2679,P1245,W109,B29,2825,84,6,2025-12-15,2026-03-05
I2680,P1262,W109,B95,-10,32,50,2025-09-05,2026-02-08
I2681,P1125,W108,B21,940,15,15,2026-02-08,2025-11-22
I2682,P1198,W102,B37,-10,126,2,2025-11-09,2025-08-18
I2683,P1231,W109,B56,2545,157,38,2025-12-05,2026-03-19
I2684,P1059,W109,B16,-10,77,29,2025-11-26,2026-02-14
I2685,P1120,W107,B41,1962,158,41,2025-12-24,2025-10-18
I2686,P1125,W103,B99,-10,137,38,2026-01-24,2026-04-03
I2687,P1037,W100,B46,-10,54,18,2026-01-11,2025-06-17
I2688,P1112,W107,B82,-10,8,15,2025-06-17,2025-06-23
I2689,P1468,W104,B90,2188,121,49,2025-10-16,2025-05-25
I2690,P1107,W100,B20,2267,179,13,2025-07-28,2025-09-15
I2691,P1271,W106,B3,1284,66,13,2026-03-18,2025-05-13
I2692,P1071,W103,B44,2481,43,28,2025-06-06,2025-06-18
I2693,P1378,W100,B57,-10,33,20,2025-08-20,2025-05-09
I2694,P1369,W103,B99,-10,36,47,2025-11-23,2026-02-05
I2695,P1216,W101,B47,835,110,26,2025-08-04,2025-12-11
I2696,P1376,W104,B96,3820,143,50,2025-11-12,2025-07-26
I2697,P1329,W107,B14,1733,54,36,2025-07-05,2025-08-06
I2698,P1126,W104,B48,-10,118,8,2026-04-13,2025-12-28
I2699,P1082,W107,B8,-10,185,37,2026-01-15,2025-05-16
I2700,P1067,W100,B51,-10,14,35,2025-06-14,2026-04-11
I2701,P1181,W100,B71,-10,88,29,2026-01-11,2025-07-02
I2702,P1479,W104,B72,-10,47,5,2025-10-12,2025-08-07
I2703,P1458,W107,B20,1474,142,8,2025-08-27,2025-06-03
I2704,P1468,W109,B12,1588,136,27,2026-01-15,2025-08-21
I2705,P1491,W107,B28,1100,2,17,2026-02-06,2025-06-17
I2706,P1142,W105,B34,-10,136,46,2025-06-10,2025-10-02
I2707,P1488,W108,B90,-10,125,30,2026-03-30,2025-09-28
I2708,P1295,W102,B8,4730,55,37,2025-09-17,2025-11-30
I2709,P1493,W100,B3,-10,78,48,2026-03-04,2025-11-24
I2710,P1276,W107,B22,1679,46,22,2025-08-13,2026-03-02
I2711,P1070,W100,B18,-10,166,15,2025-10-21,2025-10-26
I2712,P1312,W103,B19,2659,68,26,2026-01-25,2025-07-07
I2713,P1053,W102,B97,1166,40,13,2026-03-27,2025-04-25
I2714,P1088,W101,B63,-10,122,7,2025-11-13,2026-03-06
I2715,P1401,W105,B34,385,200,15,2026-03-05,2025-10-03
I2716,P1251,W100,B71,1712,66,37,2026-02-15,2025-06-22
I2717,P1364,W105,B22,2101,10,42,2025-07-11,2025-12-04
I2718,P1490,W106,B83,-10,160,7,2025-11-26,2025-06-27
I2719,P1065,W101,B68,4224,97,2,2025-08-30,2025-07-01
I2720,P1487,W101,B78,-10,41,6,2025-07-20,2025-06-01
I2721,P1073,W106,B65,2685,55,16,2025-10-10,2025-12-27
I2722,P1018,W100,B11,-10,4,32,2025-10-21,2025-08-28
I2723,P1327,W109,B26,-10,80,19,2025-07-01,2025-09-11
I2724,P1186,W102,B25,-10,33,28,2025-08-17,2025-10-28
I2725,P1333,W107,B83,1391,50,33,2025-09-22,2025-10-31
I2726,P1491,W108,B56,-10,72,25,2025-06-11,2025-12-12
I2727,P1048,W108,B99,-10,9,17,2025-04-22,2026-03-09
I2728,P1242,W109,B84,2082,57,27,2025-08-04,2026-04-09
I2729,P1440,W105,B70,-10,24,40,2025-09-22,2025-07-25
I2730,P1392,W103,B75,1479,99,45,2026-02-01,2026-03-02
I2731,P1087,W105,B52,-10,105,6,2025-12-03,2025-04-30
I2732,P1463,W100,B47,-10,175,16,2025-12-24,2026-02-20
I2733,P1002,W109,B95,391,151,14,2025-09-21,2026-02-20
I2734,P1161,W106,B83,-10,167,39,2025-11-03,2025-12-28
I2735,P1428,W106,B48,-10,115,39,2025-07-09,2025-08-06
I2736,P1425,W107,B76,1323,163,10,2026-01-10,2025-10-06
I2737,P1307,W105,B7,-10,190,30,2026-03-21,2025-10-08
I2738,P1232,W102,B80,2745,113,29,2025-05-10,2025-10-31
I2739,P1372,W105,B51,-10,181,3,2026-01-01,2025-10-08
I2740,P1290,W101,B8,-10,75,48,2025-09-09,2025-12-03
I2741,P1485,W105,B33,308,150,26,2025-11-15,2025-06-17
I2742,P1060,W109,B65,550,160,10,2025-07-24,2025-08-24
I2743,P1245,W109,B19,2564,1,41,2026-04-01,2025-04-29
I2744,P1398,W108,B85,4557,22,9,2025-08-10,2025-08-29
I2745,P1433,W104,B22,1401,20,37,2025-11-14,2026-03-24
I2746,P1460,W100,B37,4524,37,11,2025-09-01,2026-03-03
I2747,P1418,W105,B94,4858,58,20,2025-07-09,2025-11-30
I2748,P1437,W103,B44,1093,153,39,2025-11-08,2025-04-25
I2749,P1088,W105,B11,-10,104,50,2025-08-01,2025-11-11
I2750,P1310,W108,B70,-10,173,34,2026-04-05,2025-08-07
I2751,P1425,W105,B96,4130,117,24,2025-11-23,2025-07-06
I2752,P1371,W104,B60,806,133,12,2025-06-20,2025-10-14
I2753,P1136,W106,B19,-10,67,39,2025-09-06,2025-08-30
I2754,P1356,W102,B60,2142,199,33,2025-07-03,2026-02-17
I2755,P1122,W107,B32,-10,104,46,2026-04-10,2025-12-29
I2756,P1007,W101,B98,319,169,28,2025-10-02,2025-07-29
I2757,P1471,W100,B1,-10,92,28,2025-08-04,2026-02-22
I2758,P1338,W103,B71,272,63,15,2025-09-08,2025-10-03
I2759,P1127,W105,B49,-10,151,25,2025-09-06,2025-07-26
I2760,P1021,W100,B37,-10,49,23,2025-04-17,2026-03-27
I2761,P1149,W107,B18,-10,167,22,2026-01-23,2025-10-16
I2762,P1339,W100,B29,-10,2,27,2026-03-15,2026-04-13
I2763,P1061,W100,B36,-10,180,29,2026-01-31,2025-10-27
I2764,P1327,W102,B65,3562,180,37,2025-09-10,2026-03-03
I2765,P1257,W109,B78,2566,1,17,2025-11-28,2025-08-23
I2766,P1097,W107,B35,1816,28,43,2026-03-25,2025-11-28
I2767,P1210,W101,B30,2081,98,38,2026-02-11,2025-07-17
I2768,P1406,W101,B26,3815,50,32,2026-01-09,2025-10-05
I2769,P1015,W106,B25,-10,195,31,2025-12-07,2025-07-20
I2770,P1356,W102,B10,-10,122,3,2025-12-02,2026-03-01
I2771,P1041,W104,B100,-10,38,50,2025-04-26,2026-01-15
I2772,P1335,W100,B68,4914,89,31,2025-11-05,2025-08-25
I2773,P1065,W107,B27,1508,180,13,2025-12-07,2025-11-01
I2774,P1124,W100,B92,2412,156,37,2025-07-17,2026-03-09
I2775,P1387,W103,B30,560,50,4,2025-08-27,2025-04-17
I2776,P1168,W107,B81,-10,55,0,2025-05-20,2025-07-24
I2777,P1426,W101,B6,-10,143,18,2025-08-07,2025-04-29
I2778,P1451,W100,B83,1599,7,39,2026-02-06,2026-01-03
I2779,P1309,W107,B5,3666,71,49,2026-02-07,2025-07-22
I2780,P1456,W108,B56,-10,38,2,2026-02-08,2025-04-29
I2781,P1213,W109,B38,-10,150,31,2025-11-27,2025-11-15
I2782,P1128,W105,B43,-10,32,31,2025-04-26,2025-12-16
I2783,P1197,W105,B55,-10,120,5,2025-06-30,2025-06-24
I2784,P1454,W103,B39,4445,177,27,2026-04-14,2025-05-20
I2785,P1381,W107,B9,2533,105,14,2025-06-24,2025-04-28
I2786,P1095,W106,B56,3651,37,43,2025-10-09,2025-04-24
I2787,P1165,W101,B30,351,165,18,2025-06-03,2025-08-08
I2788,P1193,W102,B75,-10,122,13,2025-12-29,2025-06-19
I2789,P1449,W104,B19,2337,172,16,2026-03-14,2025-12-07
I2790,P1368,W103,B10,4046,76,49,2025-06-26,2026-03-29
I2791,P1296,W105,B8,462,161,26,2025-12-13,2025-08-26
I2792,P1288,W109,B55,-10,30,7,2025-10-12,2025-05-07
I2793,P1043,W104,B68,731,93,1,2025-05-21,2025-08-13
I2794,P1294,W101,B40,462,112,20,2025-10-01,2026-01-23
I2795,P1483,W108,B81,-10,64,49,2025-08-17,2025-05-01
I2796,P1201,W109,B93,4977,195,34,2025-12-31,2025-07-15
I2797,P1387,W102,B69,3218,166,24,2025-11-09,2026-03-27
I2798,P1233,W101,B74,4325,108,7,2026-01-28,2025-06-04
I2799,P1320,W103,B41,-10,2,48,2025-10-04,2025-05-27
